revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.07177340681864808,19193
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.02935726787893652,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.028278489215944485,5458
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.07014988132883611,17798
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.05707597230011247,5029
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.07989498639598602,1842
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.08769874503772039,2212
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.12160777201694725,1808
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.06370872899105674,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.00804667133706879,3951
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.005843743369819665,3581
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.004901175704656863,6375
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.044563339818714694,5266
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.0885428651455712,3497
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.009239373695917428,8711
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.03175446787442638,9670
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.012983747510627868,8551
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.011118570600237165,3500
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.025025841010457166,4951
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.06397910771868259,4172
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.05161689916379839,9170
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.07846762059623962,5661
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.08795764144552887,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.010607809823090944,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.016646522356341297,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.027834472190569764,3932
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.04197628345700309,4162
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.029138743826160118,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.05106098056925233,3294
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.055937961209252186,10407
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.027795600953221672,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.08062285822088068,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.11980319248156601,4450
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,-0.0038225405577240676,6670
