revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.204784790058135,19201
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.17759453591094465,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,-0.15042818251742152,5462
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.2107092550541402,17801
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.23822753032759392,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.23583497814914928,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.227727984779034,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.2613315023461253,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.15748401637826,3796
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.18850388476266122,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.18424239545902527,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.16157491325566134,6381
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.13409683158075683,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.20368171037946428,3500
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.2529105518508291,8714
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.2355673340499974,9673
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.20954167671431076,8553
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.2377825464132103,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.23933341622545184,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.21517212294343846,4173
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.18237646915822378,9167
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.2055991652321681,5664
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.23545737930902483,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.2163299642035735,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,-0.2004568858256657,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.19060905295536168,3933
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.2668388465591995,4166
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.26524134794734344,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.26768756223918816,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.20330974112417155,10411
