revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.052288629164699466,19195
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.0034761963320904567,2837
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.041328542043736254,5456
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.06545634385231648,17791
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.02730670291023004,5029
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.05615689076984265,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.07410348819780953,2212
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.10737998084684389,1808
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.04286326864753424,3797
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.002284099444720584,3953
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.019984854703243966,3579
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.016196045467344412,6378
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.023764287084793972,5264
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.0841699480329241,3500
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.028280670838888272,8708
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.031414751974952144,9664
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.0313484771906981,8550
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.02877437152443052,3501
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.01094990978333407,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.07946660277998381,4171
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.04331882513002372,9169
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.08763905972410731,5664
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.07236622961350349,4693
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.018768369156118226,2994
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.0227417680592841,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.040281816315505266,3928
