revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.0011265237734780055,19191
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.03672285490500397,2834
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.00963110102838649,5460
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.03401377261663411,17788
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.07223508314859751,5029
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.04177977737368803,1843
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.022183992547971647,2212
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.033955721728569636,1808
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.0014239549323214697,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.05702028913534094,3955
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.030125821502515058,3580
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.001883566248794216,6382
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.0022461376320528277,5268
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.012732841699079041,3495
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.010073897376642849,8712
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.013221655513286098,9670
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.07107972875725342,8552
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.07577521623883929,3500
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.06327827838936237,4950
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.04931299223316659,4170
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.02343282982524985,9168
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.058724812243309485,5661
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.05902821726444255,4691
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.0322618962289814,2994
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.04216944928732138,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.014700124317176958,3928
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.07022599567170618,4165
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.011797322045772447,6976
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.035378595670741274,3287
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.017317182397503184,10402
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.016479141725004837,6139
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.08544229202631563,5494
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.1067003845900632,4450
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.026241177221273334,6669
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,-0.010264432835394948,6091
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.008969440505672268,6712
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.008639752627712478,22120
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.018099929591478506,17981
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.04774146621733694,9797
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.046291647590110716,12013
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.037905863283532355,6846
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,-0.014754263109313232,7336
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.04817310181381761,5953
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,-0.018229885202236278,9450
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.014866444545533864,11103
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.016047988847712427,8344
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.0010097474951771468,5049
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.017547839879989625,160
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.11080201761431976,2806
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,0.028742345990397364,7166
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,0.04265167539108776,13506
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.009224989706187665,15466
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,-0.004375030181504403,5857
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.01800708494324615,15456
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,-0.01241831828128225,16957
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,-0.023150296438307988,16128
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,-0.050673921153670004,20470
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,0.023402230258813734,13062
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,0.054610851598796285,7103
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.03939712211754965,11908
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.04845844464576448,6430
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.06921627399060219,7126
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.0797895480881417,7071
