revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.1474257180546227,17122
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.11184488104645317,2704
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,-0.11444038018248134,133
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,,0
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.19252195636897573,4347
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.17994262960107105,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.1562487043124012,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,,0
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.07758809989780896,3704
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.054616936783508395,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.07734683583662672,3582
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.02485385678262313,6378
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.15490949690135705,867
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.09203783346682179,49
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.0020138416878757374,7714
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.018692266404384806,733
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,,0
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,,0
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.07280498904309364,2033
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,,0
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.040249389906724296,24
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,,0
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,,0
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,,0
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,,0
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.007073393913663031,3931
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.07161320371806364,4166
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.0021774704539769007,6972
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.06065674291214198,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.044397965131657065,5132
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.01769454846672687,6138
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.13067941006747158,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.11839380157127809,4450
