object_id,Repair and Restoration_tenders_awarded_value
02-023-00008,320714177.92
02-024-02113,949615.0
02-024-02118,3092425.0
02-024-02121,633828.0
02-024-02122,1924013.0
02-024-02123,1787066.0
02-024-02128,3078478.0
02-024-02131,2223561.0
02-026-00014,3188833.0
02-027-00026,951057.0
02-027-00031,1616000.0
02-028-02857,23294433.0
02-028-02858,1400023.0
02-029-00065,4750825.0
02-031-00059,2492199.0
02-031-00060,37892224.0
02-031-00062,3111152.0
02-032-00048,1808346.64
02-032-00050,472501.16
02-033-00035,2232179.0
02-033-00037,1610765.0
02-033-00038,869715.0
02-033-00043,2781242.0
02-033-00044,16042419.0
