district_name,sub_district_name,sub_district_code,net_sown_area_in_hac,avg_electricity,avg_tele,sd_piped_hhds_pct,sd_nosanitation_hhds_pct,total_hhd
CHAMBA,Pangi,83,27219.77,2.75,4.0,18.06,15.85,6617
CHAMBA,Chaurah,84,20584.07,4.1,3.0,27.59,7.24,20801
CHAMBA,Saluni,85,1929.49,4.02,2.0,26.02,1.11,11175
CHAMBA,Bhalai,86,2899.23,4.01,2.0,49.31,3.43,6639
CHAMBA,Dalhousie,87,1570.3,3.97,2.0,40.37,5.21,10934
CHAMBA,Bhattiyat,88,3371.35,3.78,3.0,41.84,7.27,7203
CHAMBA,Sihunta,89,1488.14,3.8,3.0,43.99,4.69,12163
CHAMBA,Chamba,90,15979.67,3.98,3.0,30.14,3.01,31022
CHAMBA,Holi,91,3608.89,3.78,3.0,29.65,5.86,4712
CHAMBA,Brahmaur,92,2441.91,3.89,3.0,55.54,10.15,9482
KANGRA,Nurpur,93,9796.32,4.0,2.0,39.68,12.76,38777
KANGRA,Indora,94,9340.91,3.76,3.0,53.94,2.91,21099
KANGRA,Fatehpur,95,6078.4,3.97,2.0,57.3,9.85,19746
KANGRA,Jawali,96,4285.91,3.91,3.0,54.33,3.29,17653
KANGRA,Harchakian,97,962.98,3.83,2.0,58.91,2.03,4478
KANGRA,Shahpur,98,2719.21,4.02,3.0,42.92,17.41,16935
KANGRA,Dharmsala,99,3270.36,3.95,3.0,64.09,5.02,18870
KANGRA,Kangra,100,4536.14,3.95,2.0,57.02,2.29,27476
KANGRA,Nagrota Bagwan,101,3425.02,3.99,3.0,70.98,6.12,21470
KANGRA,Baroh,102,2191.13,3.96,2.0,62.13,4.18,8008
KANGRA,Dera Gopipur,103,17982.81,3.96,3.0,58.06,6.52,17832
KANGRA,Jawalamukhi,104,2720.84,3.94,3.0,64.37,10.07,10903
KANGRA,Jaswan,105,4094.41,4.04,2.0,77.62,6.1,6364
KANGRA,Rakkar,106,1807.67,3.96,3.0,60.02,2.64,6849
KANGRA,Khundian,107,4147.17,3.92,2.0,56.65,7.02,7250
KANGRA,Thural,108,1549.16,3.96,2.0,80.42,2.06,6179
KANGRA,Dhira,109,1741.79,3.99,2.0,47.6,11.38,7401
KANGRA,Jaisinghpur,110,2530.92,3.93,2.0,44.21,2.81,15423
KANGRA,Palampur,111,5780.96,3.93,3.0,60.12,5.27,43554
