sub_district_code,sub_district_name,district_name,net_sown_area_in_hac,total_hhd,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines,availablility_hours_of_domestic_electricity,availability_of_telephone_services
149,Bangana,UNA,3395.33,9290,5114,285,3.99,2.6
150,Una,UNA,6406.1312,20216,14272,1041,3.9444444444444446,2.5416666666666665
151,Haroli,UNA,5076.23,13088,9697,82,3.9375,2.40625
152,Ghumarwin,BILASPUR,6503.137,26031,24559,651,4.026086956521739,2.6
153,Bharari,BILASPUR,3504.86,15043,14460,51,4.0,2.717171717171717
154,Jhanduta,BILASPUR,5146.125,16569,11460,1223,3.7092198581560285,2.595744680851064
155,Naina Devi,BILASPUR,4961.491,12814,4298,269,4.020408163265306,2.3401360544217686
156,Bilaspur Sadar,BILASPUR,6498.94,23158,11805,1968,3.911764705882353,2.5
157,Namhol,BILASPUR,793.643,2226,1234,508,3.9393939393939394,2.303030303030303
158,Arki,SOLAN,2020.03,8588,6453,132,4.0514018691588785,2.5186915887850465
159,Darlaghat,SOLAN,2679.91,13375,5941,182,3.977272727272727,2.465909090909091
160,Ramshahr,SOLAN,1466.88,8358,3066,268,3.9583333333333335,2.2268518518518516
161,Nalagarh,SOLAN,3910.552,13435,3233,306,3.937888198757764,2.4968944099378882
162,Baddi,SOLAN,6458.69,14098,8111,1542,3.8152173913043477,2.4619565217391304
163,Krishangarh,SOLAN,2032.79,7419,4951,755,4.009345794392523,2.789719626168224
164,Kasauli,SOLAN,2289.852,12703,7242,1812,3.9922779922779923,2.436293436293436
165,Solan,SOLAN,4808.14,15907,7471,925,4.008316008316008,2.546777546777547
166,Kandaghat,SOLAN,1187.9,6115,2265,406,3.8719512195121952,2.6219512195121952
167,Rajgarh,SIRMAUR,1469.66,8000,3513,257,3.8876404494382024,2.3146067415730336
168,Nohra,SIRMAUR,10325.82,6535,2514,832,3.625,2.1458333333333335
169,Pachhad,SIRMAUR,6133.39,8920,4523,757,4.005586592178771,2.3072625698324023
170,Renuka,SIRMAUR,1712.5,5662,1678,681,3.3333333333333335,2.5476190476190474
171,Dadahu,SIRMAUR,8844.15,9539,4538,422,3.7130434782608694,2.1826086956521737
172,Nahan,SIRMAUR,10644.751,15655,8738,2074,3.897810218978102,2.372262773722628
173,Paonta Sahib,SIRMAUR,9118.458,33058,16111,1503,3.992063492063492,2.3174603174603177
174,Kamrau,SIRMAUR,3185.43,11043,5621,474,3.688888888888889,2.1555555555555554
175,Shalai,SIRMAUR,6595.42,7552,2047,170,3.5483870967741935,2.903225806451613
176,Ronhat,SIRMAUR,3057.69,5732,1254,453,3.5,2.5454545454545454
177,Rampur,SHIMLA,4652.059,9482,7078,128,3.954954954954955,2.5225225225225225
178,Nankhari,SHIMLA,3731.28,8539,4165,579,3.9393939393939394,2.5454545454545454
179,Kumharsain,SHIMLA,2861.03,11578,3250,339,3.8114754098360657,2.3852459016393444
180,Seoni,SHIMLA,7267.22,8256,4311,503,3.9615384615384617,2.448717948717949
181,Shimla ( Rural ),SHIMLA,14636.0175,18456,9684,1068,3.983402489626556,2.5684647302904566
183,Junga,SHIMLA,683.29,3442,1195,515,3.203125,2.75
184,Theog,SHIMLA,7765.9400000000005,19455,6746,2114,3.80253164556962,2.2759493670886077
185,Chaupal,SHIMLA,3874.04,8476,1652,220,3.31390134529148,2.8699551569506725
186,Cheta,SHIMLA,494.39,624,127,8,4.357142857142857,3.0
187,Nerua,SHIMLA,36312.14,11477,2733,1391,3.393258426966292,2.752808988764045
188,Jubbal,SHIMLA,501.35,4907,1663,152,3.740740740740741,2.6666666666666665
189,Kotkhai,SHIMLA,8456.45,12372,2982,891,3.921875,2.375
190,Tikar,SHIMLA,2919.5764,4495,1425,51,3.933333333333333,2.0444444444444443
191,Rohru,SHIMLA,6290.6377,12790,5373,1172,3.8153846153846156,2.4153846153846152
192,Chirgaon,SHIMLA,6540.74,6357,2232,339,3.802469135802469,2.3703703703703702
193,Dodra Kwar,SHIMLA,1161.25,1645,835,8,3.4444444444444446,2.2222222222222223
194,Hangrang,KINNAUR,1542.24,1498,1093,211,4.649122807017544,3.6842105263157894
195,Poo,KINNAUR,3454.54,2484,1333,134,4.134020618556701,3.082474226804124
196,Morang,KINNAUR,4687.38,2756,789,190,4.362903225806452,3.4838709677419355
197,Kalpa,KINNAUR,2914.81,4943,1776,188,4.037735849056604,2.4150943396226414
198,Nichar,KINNAUR,5297.582,5359,1540,950,3.638888888888889,2.7777777777777777
199,Sangla,KINNAUR,1679.615,3356,1964,468,4.2988505747126435,2.9195402298850577
6883,Tauni Devi Bamson,HAMIRPUR,3318.33,11802,8523,101,3.9278350515463916,2.783505154639175
6884,Kangoo,HAMIRPUR,850.357,5696,2525,53,3.904255319148936,2.872340425531915
6885,Bhota,HAMIRPUR,797.6386,5113,2909,231,3.789473684210526,2.526315789473684
6886,Nither,KULLU,1370.0,5083,2898,1600,3.9,2.5
6887,Bhuntar,KULLU,8484.06,20103,11027,1476,3.75,2.340909090909091
6888,Ghanari,UNA,4796.77,16363,13574,1188,4.0,2.725806451612903
6889,Ispur,UNA,2657.42,8924,6684,124,3.9655172413793105,2.5172413793103448
6890,Jol,UNA,5824.38,6119,2539,377,3.734375,2.71875
6891,Dulahar,UNA,1347.91,6833,4244,258,3.5416666666666665,2.5416666666666665
6892,Birhu Kalan,UNA,392.98,5559,1422,317,4.0519480519480515,2.7662337662337664
6893,Gagret,UNA,15341.58,8012,6246,290,4.0,2.967741935483871
6894,Mehatpur,UNA,2281.2449,13106,8172,596,4.0,2.85
6895,Nagrota Surian,KANGRA,1249.96,4789,3607,104,4.0,2.3529411764705883
6896,Kotla,KANGRA,1629.7,8600,5188,229,3.876923076923077,2.353846153846154
6897,Chadiyar,KANGRA,406.77,4475,2662,295,3.744186046511628,2.488372093023256
6899,Panchrukhi,KANGRA,1006.37,10393,7170,342,3.9857142857142858,2.557142857142857
6900,Alampur,KANGRA,732.74,4427,2004,150,3.962962962962963,2.814814814814815
6901,Dareeni,KANGRA,1001.05,2908,768,139,4.029411764705882,2.7058823529411766
6902,Lagru,KANGRA,1241.15,2202,1037,1,3.7837837837837838,2.1621621621621623
6905,Pragpur,KANGRA,1103.46,5516,3301,82,3.851063829787234,2.595744680851064
6918,Dadasiba,KANGRA,6126.39,8382,5528,188,4.181818181818182,2.8181818181818183
6919,Majheen,KANGRA,868.02,3050,2009,251,3.6666666666666665,2.2291666666666665
6920,Haripur,KANGRA,1591.305,11196,5765,380,3.9183673469387754,2.6122448979591835
6921,Gangath,KANGRA,3000.49,10155,3818,1211,3.8220338983050848,2.305084745762712
6938,Kalol,BILASPUR,2241.7599999999998,8675,4417,63,4.112781954887218,2.699248120300752
6939,Bhawarna,KANGRA,1060.82,4894,3006,33,4.021739130434782,2.4130434782608696
6940,Panjehra,SOLAN,4094.07,11586,4038,102,3.856,2.416
6941,Tapri,KINNAUR,1888.5030000000002,2171,1570,580,3.9130434782608696,2.782608695652174
6942,Pukhri,CHAMBA,2274.71,6940,4173,182,4.0,2.6666666666666665
6943,Kakira,CHAMBA,1034.56,4133,2524,297,3.76,2.38
6944,Dharwala,CHAMBA,2738.93,9576,2989,99,4.055555555555555,2.986111111111111
6945,Katoula,MANDI,2745.92,4233,1981,521,3.9791666666666665,2.3125
6946,Tihra,MANDI,1067.67,7382,4971,452,4.0,2.473684210526316
6947,Balh,MANDI,4478.24,25118,15165,1118,3.7636363636363637,2.8181818181818183
6948,Tikken,MANDI,882.10933,3409,1209,73,3.8043478260869565,2.282608695652174
6949,Dehar,MANDI,2982.98,9360,5669,272,4.017241379310345,2.4310344827586206
6950,Chhatri,MANDI,1231.2,3382,778,263,3.7169811320754715,2.490566037735849
6951,Pangna,MANDI,1186.52,5122,1395,70,3.7818181818181817,2.1272727272727274
6952,Rewalsar,MANDI,15413.18,8794,6741,30,3.7419354838709675,2.935483870967742
6953,Haripurdhar,SIRMAUR,641.36,2480,1015,238,3.25,2.4375
6954,Narag,SIRMAUR,2679.75,4357,2299,779,3.976470588235294,2.447058823529412
6955,Pajhota,SIRMAUR,890.74,3880,1303,360,3.9056603773584904,2.2641509433962264
6956,Kotgarh,SHIMLA,1448.96,4660,1685,445,3.717391304347826,2.6739130434782608
6957,Jangla,SHIMLA,3084.43112,5067,2646,729,3.8205128205128207,2.3333333333333335
6958,Deha,SHIMLA,1822.55,3151,842,228,3.732142857142857,2.2857142857142856
6959,Sarahan,SHIMLA,1998.88,2947,1491,356,4.105263157894737,2.473684210526316
6960,Sarawati Nagar,SHIMLA,1655.91,4165,1357,139,3.603448275862069,2.413793103448276
6961,Jalog,SHIMLA,956.59,2518,2000,32,3.9545454545454546,2.409090909090909
6962,Kupvi,SHIMLA,3107.1623,5078,1238,503,4.125,3.1375
6963,Taklech,SHIMLA,2222.14,4266,2322,154,3.891304347826087,2.4565217391304346
6964,Dhami,SHIMLA,355.0,1421,395,56,3.9148936170212765,2.4680851063829787
6967,Mamlig,SOLAN,1341.61,3387,298,166,3.8666666666666667,2.425
6969,Makridi,MANDI,1213.287,6192,3028,186,3.9864864864864864,2.445945945945946
6970,Mandap,MANDI,1003.19,4429,2367,160,4.0,2.342857142857143
7048,Sulah,KANGRA,56.64,287,287,1,4.0,2.5
7056,Kunihar,SOLAN,945.04,4010,3383,88,4.106060606060606,2.8333333333333335
