sub_district_code,sub_district_name,district_name,net_sown_area_in_hac,total_hhd,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines,availablility_hours_of_domestic_electricity,availability_of_telephone_services
83,Pangi,CHAMBA,27219.77,6617,1195,1049,2.7547169811320753,3.6320754716981134
84,Chaurah,CHAMBA,20584.072,20801,5738,1506,4.1003344481605355,2.979933110367893
85,Saluni,CHAMBA,1929.49,11175,2908,124,4.015267175572519,2.3969465648854964
86,Bhalai,CHAMBA,2899.23,6639,3274,228,4.012820512820513,2.2564102564102564
87,Dalhousie,CHAMBA,1570.3,10934,4414,570,3.9745762711864407,2.4152542372881354
88,Bhattiyat,CHAMBA,3371.35,7203,3014,524,3.7777777777777777,2.5416666666666665
89,Sihunta,CHAMBA,1488.14,12163,5351,570,3.8048780487804876,2.5853658536585367
90,Chamba,CHAMBA,15979.67,31022,9349,934,3.9774774774774775,2.9504504504504503
91,Holi,CHAMBA,3608.89,4712,1397,276,3.7818181818181817,2.690909090909091
92,Brahmaur,CHAMBA,2441.907,9482,5266,962,3.8857142857142857,3.0714285714285716
93,Nurpur,KANGRA,9796.3183,38777,15385,4947,3.9968051118210863,2.405750798722045
94,Indora,KANGRA,9340.91,21099,11380,615,3.76,2.6
95,Fatehpur,KANGRA,6078.4,19746,11314,1944,3.9707112970711296,2.3263598326359833
96,Jawali,KANGRA,4285.90529,17653,9590,581,3.9074074074074074,2.611111111111111
97,Harchakian,KANGRA,962.98,4478,2638,91,3.830508474576271,2.2542372881355934
98,Shahpur,KANGRA,2719.21,16935,7269,2948,4.016129032258065,2.556451612903226
99,Dharmsala,KANGRA,3270.36395,18870,12094,948,3.945736434108527,2.689922480620155
100,Kangra,KANGRA,4536.14,27476,15668,628,3.9529411764705884,2.5
101,Nagrota Bagwan,KANGRA,3425.02,21470,15239,1315,3.9935064935064934,2.551948051948052
102,Baroh,KANGRA,2191.13,8008,4975,335,3.9627329192546585,2.2919254658385095
103,Dera Gopipur,KANGRA,17982.813,17832,10354,1163,3.9602649006622515,2.5298013245033113
104,Jawalamukhi,KANGRA,2720.84,10903,7018,1098,3.939655172413793,2.5517241379310347
105,Jaswan,KANGRA,4094.4100000000003,6364,4940,388,4.035087719298246,2.456140350877193
106,Rakkar,KANGRA,1807.672,6849,4111,181,3.962025316455696,2.6202531645569622
107,Khundian,KANGRA,4147.17,7250,4107,509,3.9160839160839163,2.195804195804196
108,Thural,KANGRA,1549.165,6179,4969,127,3.9642857142857144,2.380952380952381
109,Dhira,KANGRA,1741.79,7401,3523,842,3.991228070175439,2.2719298245614037
110,Jaisinghpur,KANGRA,2530.916,15423,6819,434,3.933734939759036,2.4819277108433737
111,Palampur,KANGRA,5780.9603,43554,26183,2295,3.925675675675676,2.5067567567567566
112,Baijnath,KANGRA,2134.104,21822,13099,1716,3.9014084507042255,2.640845070422535
113,Multhan,KANGRA,879.9300000000001,2628,1247,36,4.0,2.2941176470588234
114,Udaipur,LAHUL AND SPITI,1859.1613,2175,604,212,4.016949152542373,2.305084745762712
115,Lahul,LAHUL AND SPITI,3094.7599999999998,2548,1046,67,3.9069767441860463,2.356589147286822
116,Spiti,LAHUL AND SPITI,1643.574,3061,1117,104,2.857142857142857,2.9285714285714284
117,Manali,KULLU,4105.5,9821,7181,745,3.96,2.52
118,Kullu,KULLU,6729.35,47283,17162,2032,3.995850622406639,2.4730290456431536
119,Sainj,KULLU,1861.515,6427,3123,168,3.8823529411764706,2.5294117647058822
120,Banjar,KULLU,4063.81,11715,7189,34,3.9411764705882355,2.323529411764706
121,Ani,KULLU,3483.76,17248,6124,520,3.6,2.3
122,Nirmand,KULLU,2586.0,12305,7257,306,3.8333333333333335,2.5416666666666665
123,Padhar,MANDI,3022.9194,10489,4058,238,3.8461538461538463,2.123076923076923
124,Jogindarnagar,MANDI,5030.7763,22497,16049,1150,3.992424242424242,2.5681818181818183
125,Lad Bharol,MANDI,2653.24215,10014,6019,314,3.8904109589041096,2.308219178082192
126,Sandhol,MANDI,842.02,7011,3859,173,3.9574468085106385,2.617021276595745
127,Dharmpur,MANDI,957.1338000000001,9937,3115,99,3.986111111111111,2.513888888888889
128,Kotli,MANDI,1986.955,9095,7452,877,4.0625,2.90625
129,Sarkaghat,MANDI,2808.82,17206,12349,1116,3.904,2.824
130,Bhadrota,MANDI,1745.4879,7479,5158,17,3.9770114942528734,2.3563218390804597
131,Baldwara,MANDI,3865.88,15230,6459,631,3.992481203007519,2.406015037593985
132,Sundarnagar,MANDI,2141.16,18281,5927,1105,3.8807339449541285,2.8990825688073394
133,Mandi,MANDI,4771.235,18010,13098,561,3.9659863945578233,2.891156462585034
134,Aut,MANDI,4760.44,8356,4818,247,3.6721311475409837,2.3278688524590163
135,Bali Chowki,MANDI,5887.67,11612,4105,161,3.62,2.44
136,Thunag,MANDI,5715.272,12379,7457,495,3.8595041322314048,2.4214876033057853
137,Chachyot,MANDI,4777.74,18430,10514,829,3.8758169934640523,2.3856209150326797
138,Nihri,MANDI,3446.42,8895,3863,368,3.8364779874213837,2.257861635220126
139,Karsog,MANDI,7417.8585,23006,12833,1421,3.92964824120603,2.3819095477386933
140,Tira Sujanpur,HAMIRPUR,2865.0,12624,6534,792,3.9278350515463916,2.3917525773195876
141,Nadaun,HAMIRPUR,2583.3,17175,3526,614,3.907063197026022,2.9814126394052045
142,Galore,HAMIRPUR,1816.83,7246,4290,132,3.989795918367347,2.7857142857142856
143,Hamirpur,HAMIRPUR,6417.391,24160,15003,724,3.894578313253012,2.683734939759036
144,Barsar,HAMIRPUR,2757.13,12511,7682,1676,3.8922155688622753,2.3592814371257487
145,Dhatwal,HAMIRPUR,3342.53,11640,6954,1144,3.875,2.5220588235294117
146,Bhoranj,HAMIRPUR,3071.66,23444,8361,1949,3.9565217391304346,2.5869565217391304
147,Bharwain,UNA,1574.02,5234,3539,11,3.9166666666666665,2.2916666666666665
148,Amb,UNA,2891.7200000000003,20829,12397,873,3.930817610062893,2.660377358490566
