Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||JSV Jaisinghpur",2340-2430 dated 09.06.2025,2025_HPIPH_107258_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of deduction of Earnest money and cost of tender,09-Jun-2025 05:00 PM,20-Jun-2025 11:30 AM,09-Jun-2025 05:00 PM,19-Jun-2025 05:00 PM,,,09-Jun-2025 05:00 PM,19-Jun-2025 05:00 PM,23-Jun-2025 02:00 PM,"5,600",No,fixed,,EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,1.0,ICICI BANK,500.0,EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,No,Executive Engineer JSV Division Jaisinghpur,O/O The Executive EngineerJSV Division Jaisinghpur,"Distribution system of  various water  supply  schemes LWSS Tambroo Dagoh,Jumman Malehar,Drug Tinbar,Mungal Rananagar  and  Sarimolag under  Jaisinghpur Constituency in  Tehsil Jaisinghpur Distt. Kangra HP","Distribution system of  various water  supply  schemes LWSS Tambroo Dagoh,Jumman Malehar,Drug Tinbar,Mungal Rananagar  and  Sarimolag under  Jaisinghpur Constituency in  Tehsil Jaisinghpur Distt. Kangra HP",Please refer Tender documents.,,"2,80,000",Electrical Works,,Tender,120.0,90.0,Distribution system of  various water  supply  sch,176096.0,,,,O/O The Executive EngineerJSV Division Jaisinghpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy Income Tax and latest clearance certificate thereof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy GST and latest clearance certificate thereof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy of EPF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidder must attach the curve chart of pumping machinery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidder must have experience of similar nature works. The experience in this regard must be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private  Organization etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of authorization letter regarding digital certificate (DSC) of the person authorized be the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
