Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",7083-7132 dated 25-10-2024,2024_HPIPH_94691_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in the shape of Demand Draft of Rs. 2500/-,26-Oct-2024 05:00 PM,08-Nov-2024 11:30 AM,26-Oct-2024 05:00 PM,07-Nov-2024 05:00 PM,,,26-Oct-2024 05:00 PM,07-Nov-2024 05:00 PM,01-Jan-2025 03:55 PM,"6,22,579",No,fixed,,Executive Engineer,Jal Shakti Division Dharampur Bharari,1.0,Corrigendum,Date,,1.0,ICICI BANK,"2,500",Executive Engineer,Jal Shakti Division Dharampur Bharari,No,Executive Engineer,"Jal Shakti Division, Dharampur Bharari Distt. Mandi HP",Providing Sewerage scheme to Dharampur Banwar and Richli and Adjoining area in Tehsil Dharampur Distt. Mandi HP based on Multi baffled anaerobic reactor MBAR followed by tertiary treatment through constructed wetland Root Zone Technology Zone-II Banw,CO Sewerage Treatment Plant of 0.120 MLD capacity ic running operation and maintenance for three years Laying jointing  testing of DI pipe K7 150 mm dia 7285 Rmt  CO Manhole Chambers  289 Nos,Please refer Tender documents.,,"5,90,07,869",Civil Works,,Tender,120.0,730.0,Banwar Kalan,175040.0,Dharampur,O/O JS Circle Dharampur Distt. Mandi HP,30-Oct-2024 11:30 AM,Dharampur Bharari,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest money only in the shape of small saving instruments fixed deposit in nationalized bank,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN/Latest Income Tax return/EPF/GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Fresh Affidavit that the firm have not been blacklisted by any government/semi government/board/corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work done, experience, annum turn over and other eligibility criteria as per Pre qualification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Firm shall submit unit size calculation for STP and duly marked on contour site plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
