Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Haroli",No. JSV/ Haroli/ TA/ tender/24- 1586-1610  dt 22-07-24,2024_HPIPH_90827_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti  department,22-Jul-2024 04:00 PM,29-Jul-2024 11:00 AM,22-Jul-2024 04:00 PM,29-Jul-2024 10:00 AM,22-Jul-2024 04:00 PM,29-Jul-2024 10:00 AM,22-Jul-2024 04:00 PM,29-Jul-2024 10:00 AM,09-Aug-2024 03:35 PM,"1,71,035",Yes,fixed,,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,1.0,ICICI BANK,"1,500",Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,Yes,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,Construction of Separate Water supply Schemes for Dulehar and Bhulgarh Area of Village Bhadsali of Haroli Constituency  in Distt. Una (HP) Under NABARD-XXIX,"(SH Construction of Pump House  cum chowkidar Quarter, Tanks, Boundary wall around the pump House, Laying, Jointing and testing of Rising Main, Supply and erection of Pumping Machinery with allied accessories, Laying and jointing of D/system etc",as per NIT,,"1,38,53,475",Civil Works,,Tender,120.0,365.0,WSS Bhulgarh area of village Bhadsali,177220.0,,,,Haroli Distt Una HP,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of GST number along with latest copy of  GST return file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copies of curve chart each set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of EPF number and Income Tax   registration number or their  latest clearance certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"work  done certificate, if any",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding two or more works pending to be executed under Jal Shakti Divn Haroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
