Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",CB-E-tenders-2024-25 -15815-15914,2025_HPIPH_99017_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,"(i)	The earnest money in favour of Executive Engineer, JAL Shakti Division Hamirpur as per NIT",30-Jan-2025 05:00 PM,11-Feb-2025 11:30 AM,30-Jan-2025 05:00 PM,11-Feb-2025 11:00 AM,,,30-Jan-2025 05:00 PM,11-Feb-2025 11:00 AM,24-Feb-2025 02:15 PM,"20,87,131",No,fixed,,EE JSV Division Hamirpur,EE JSV Division Hamirpur,1.0,ICICI BANK,"10,000",EE JSV Division Hamirpur,EE JSV Division Hamirpur,No,EE JSV Division Hamirpur,EE JSV Division Hamirpur,Construction of Multi village water supply under Chabutra in Tehsil Sujanpur Distt. Hamirpur,"Sub Head  Construction of 2 No. Percolation well 6 Mtr. Dia and 10 Mtr. Deep, 1 No. pump house at Puar (91.08 Sqm), 1 No oHSR main collection tank at Puar 230000 Liter Cap.,  1 No. RCC U/G main storage tank at Node-1, 750000 Liter cap. , 1 No. RCC s",Please refer Tender documents.,,"20,12,13,144",Civil Works,,Tender,120.0,730.0,EE JSV Division Hamirpur,177001.0,Chief Engineer JSV HZ Hamirpur,Chief Engineer JSV HZ Hamirpur,05-Feb-2025 11:30 AM,EE JSV Division Hamirpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,The cost of tender form as shown above shall be submitted either through online as per NIT,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with JAL Shakti Vibhag in appropriate class. as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of EPF registration. If not registered then the successful bidder as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Turnover of three years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder must have achieved minimum average annual financial turnover (at current price level) from co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,h)	A scanned copy of undertaking in that I have carefully studied all the terms and conditions stipu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,c)	Besides above the bidders should possess the biding capacity calculated by the specified formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"e)	PAN (Permanent Account No.), GST registration and EPF registration and latest income tax return.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"f)	Work done, Experience Certificates as per Pre-qualification criteria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,g)	The authorization letter regarding digital signature certificate (DSC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,a)	Make/ model of the proposed pumping machinery along with the characteristic curves.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,b)	The bidder shall submit pumping machinery manufacturer or authorized dealer  authorization certif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
