Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,NABARD/Tender/2025-26-944-993 dated 08.05.2025,2025_PWD_105120_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money and cost of form as per NIT.,09-May-2025 04:30 PM,17-May-2025 11:00 AM,09-May-2025 05:00 PM,17-May-2025 10:30 AM,,,09-May-2025 05:00 PM,17-May-2025 10:30 AM,22-May-2025 04:30 PM,"13,54,000",No,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,ICICI BANK,"10,000",EE Paonta Sahib,Paonta Sahib,No,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),Construction of link road from village Dadua to Naddi Km. 16/0 to 20/180 under MLA priority scheme for the year 2020-21.(Under NABARD).,"(SH-Construction of 5/7 mtrs. Wide road, construction of retaining walls/breast wall with cement concrete and wire crates, providing 900 mm dia R.C.C. hume pipe culvert and R.C.C. slab culvert of different sizes, providing Granular sub base, WBM Grad",Please refer tender document (SBD).,,"6,77,16,104",Civil Works - Roads,,Tender,75.0,540.0,Dadua Naddi,173025.0,,,,Paonta Sahib,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors registrations,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copies of original documents as per Contract Clause 4.2(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Total monitor value of Civil Const. works as per clause 4.2(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience in works of similar nature as per Clause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Evidence of owner ship of major items named in 4.2(d) with clause 4.4 B(b)(I)  of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,detail of Tech. personnel proposed to be employed for the Contract defined in clause 4.4B(b) (ii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,financial  profit and loss statements and auditor report for five yr  as per per Clause 4.2(f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Credit and other financial resources as per Clause 4.2(g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Information reg. any litigation or arbitration as per Clause 4.2(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
