Date,District,Number,Details
16-06-2023,Lakhimpur,2,"Narayanpur - Farm bundh L/S-175 m R/S-175 m | Pulinaharani | On 16/06/2023 a farm bundh breached at dihiri river near dihiri high school. L/S 175 metre and R/S 175 m | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  Farm bundh L/S-900m R/S-700m | Pulinaharani | Farm bundh breached at dihiri river both side L/S 900 m and R/S 700 m as per report from P&RD on 16/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - P&RD)"
16-06-2023,Udalguri,2,"Harisinga - No. 2 Singrimari Suklai river embankment. | No 2 Singribari | Last year breach point of No.2 Singrimari (Temporary restoration at river Suklai)has been damaged due to heavy rain. On 15.06.2023. APPROXIMATE DAMAGE: 50 meters. | (Long - 91.776100, Lat - 26.711700, Dept - Water Resource Deptt.),  Kalaigaon - Embnekment at Gerua in the R/B of river Noa | Gerua | Breached on 16/06/2023. Length 40 meters, Breadth 5 meters. Due to overtopping of river Noa | (Long - 91.986521, Lat - 26.562401, Dept - P&RD)"
