class,age,male,female
0,0 to 1,514.86,457.36
1,1 to 5,2055.82,1823.07
10,10 to 15,2984.87,2637.32
15,15 to 20,3298.24,2968.64
20,20 to 25,3851.6,3380.47
25,25 to 30,3794.96,3274.51
30,30 to 35,3709.22,3180.13
35,35 to 40,3205.3,2791.5
40,40 to 45,2842.43,2664.27
45,45 to 50,2545.1,2343.2
5,5 to 10,2771.33,2474.4
50,50 to 55,2310.05,2186.04
55,55 to 60,1981.48,1630.37
60,60 to 65,1266.4,1191.32
65,65 to 70,857.21,842.77
70,70 to 75,590.9,644.72
75,75 to 80,475.63,494.37
80,80 and over,402.87,471.58
