class,age,male,female
0,0 to 1,1192.29,1046.72
1,1 to 5,4760.8,4172.3
10,10 to 15,6380.47,5660
15,15 to 20,6632.16,6167.99
20,20 to 25,6545.36,6442.26
25,25 to 30,6358.35,6362.67
30,30 to 35,6700.48,6562.84
35,35 to 40,5825.2,5746.95
40,40 to 45,4822.3,5290.36
45,45 to 50,4440.94,4795.06
5,5 to 10,5976.18,5315.42
50,50 to 55,4093.92,4676.66
55,55 to 60,3762.81,3787.03
60,60 to 65,2772.05,2854.49
65,65 to 70,1854.98,1953.91
70,70 to 75,1271.71,1612.13
75,75 to 80,1098.9,1346.94
80,80 and over,1038.62,1566.66
