class,age,male,female
0,0 to 1,104.22,92.38
1,1 to 5,416.17,368.25
10,10 to 15,606.48,534.15
15,15 to 20,670.43,602.88
20,20 to 25,780.12,687.91
25,25 to 30,767.41,666.55
30,30 to 35,752.14,647.39
35,35 to 40,650.08,568.38
40,40 to 45,577.38,543.39
45,45 to 50,517.99,477.26
5,5 to 10,562.5,501.36
50,50 to 55,471.82,445.86
55,55 to 60,404.07,331.97
60,60 to 65,257.82,241.87
65,65 to 70,174.6,171.4
70,70 to 75,120.44,130.86
75,75 to 80,96.86,99.91
80,80 and over,81.75,94.64
