class,age,male,female
0,0 to 1,214.57,188.45
1,1 to 5,856.77,751.18
10,10 to 15,1148.43,1019.04
15,15 to 20,1194.37,1110.73
20,20 to 25,1179.71,1160.21
25,25 to 30,1145.83,1145.16
30,30 to 35,1206.4,1180.62
35,35 to 40,1048.65,1033.79
40,40 to 45,868.21,951.6
45,45 to 50,799.35,862.39
5,5 to 10,1075.51,956.89
50,50 to 55,736.59,840.77
55,55 to 60,677.09,680.68
60,60 to 65,498.47,513.06
65,65 to 70,333.56,351.13
70,70 to 75,228.63,289.6
75,75 to 80,197.41,241.84
80,80 and over,186.54,281.19
