class,age,male,female
0,0 to 1,564.51,486.01
1,1 to 5,2254.09,1937.25
10,10 to 15,3094.96,2504.86
15,15 to 20,3273.38,2884.91
20,20 to 25,2765.62,3144.26
25,25 to 30,2434.85,3188.85
30,30 to 35,2674.13,3340.04
35,35 to 40,2517.94,3025.97
40,40 to 45,2270.29,2749.52
45,45 to 50,2123.25,2579.72
5,5 to 10,2921.48,2409.55
50,50 to 55,2031.33,2545.46
55,55 to 60,1994.92,2215.59
60,60 to 65,1609.83,1719.62
65,65 to 70,1187.93,1263.16
70,70 to 75,799.01,1126.08
75,75 to 80,648.93,883.79
80,80 and over,681.13,1211.64
