class,age,male,female
0,0 to 1,339.18,289.26
1,1 to 5,1354.36,1153.01
10,10 to 15,1827.84,1484.78
15,15 to 20,1923.55,1708.37
20,20 to 25,1743.52,1859.05
25,25 to 30,1622.94,1881.25
30,30 to 35,1725.79,1922.1
35,35 to 40,1561.1,1714.73
40,40 to 45,1360.09,1576.52
45,45 to 50,1309.62,1479.66
5,5 to 10,1719.52,1424.49
50,50 to 55,1211.63,1435.42
55,55 to 60,1183.82,1220.7
60,60 to 65,910.95,927.86
65,65 to 70,657.1,674.22
70,70 to 75,439.02,566.03
75,75 to 80,353.02,451.1
80,80 and over,338.97,538.78
