class,age,male,female
0,0 to 1,411.27,353.2
1,1 to 5,1642.18,1407.88
10,10 to 15,2057.12,1735.42
15,15 to 20,2258.69,1901.01
20,20 to 25,2720.96,2108.42
25,25 to 30,2595.09,2128.1
30,30 to 35,2472.21,2083.99
35,35 to 40,2175.83,1830.65
40,40 to 45,1756.63,1535.59
45,45 to 50,1470.94,1353.88
5,5 to 10,1978.43,1713.25
50,50 to 55,1258.16,1220.56
55,55 to 60,1098.84,967.39
60,60 to 65,752.02,721.62
65,65 to 70,495.17,479.29
70,70 to 75,328.97,351.74
75,75 to 80,263.35,269.47
80,80 and over,253.18,300.71
