class,age,male,female
0,0 to 1,172.53,169.1
1,1 to 5,688.92,674.04
10,10 to 15,950.08,927.65
15,15 to 20,1106.45,971.24
20,20 to 25,1307.52,1032.39
25,25 to 30,1336.93,1054.44
30,30 to 35,1285.99,1027.77
35,35 to 40,1071.27,854.89
40,40 to 45,951.61,807.62
45,45 to 50,830.4,725.36
5,5 to 10,929.37,872.01
50,50 to 55,714.06,749.86
55,55 to 60,666.24,587.69
60,60 to 65,434.62,436.22
65,65 to 70,271.85,299.37
70,70 to 75,183.87,262.66
75,75 to 80,188.52,232.92
80,80 and over,176.06,229.5
