class,age,male,female
0,0 to 1,206.11,177.07
1,1 to 5,822.99,705.79
10,10 to 15,1028.87,869.29
15,15 to 20,1131.85,953.01
20,20 to 25,1368.27,1057.73
25,25 to 30,1303.52,1067.52
30,30 to 35,1242.69,1046.52
35,35 to 40,1094.32,919.6
40,40 to 45,881.77,770
45,45 to 50,737.83,680.05
5,5 to 10,989.53,858.25
50,50 to 55,631.31,612.32
55,55 to 60,550.98,485.13
60,60 to 65,375.36,359.75
65,65 to 70,246.39,239.31
70,70 to 75,164.13,176.1
75,75 to 80,131.96,135.25
80,80 and over,127.24,151.37
