class,age,male,female
0,0 to 1,443.14,385.55
1,1 to 5,1769.46,1536.84
10,10 to 15,2271.32,1932.68
15,15 to 20,2369.8,2153.01
20,20 to 25,2529.76,2379.11
25,25 to 30,2423.83,2313.38
30,30 to 35,2532.73,2371.71
35,35 to 40,2207.11,2113.74
40,40 to 45,1863.48,1991.05
45,45 to 50,1732.54,1806.06
5,5 to 10,2125.05,1806.91
50,50 to 55,1598.41,1783.14
55,55 to 60,1496.98,1425.67
60,60 to 65,1111.85,1132.56
65,65 to 70,728.16,794.63
70,70 to 75,526.65,686.92
75,75 to 80,428.94,561.98
80,80 and over,524.04,776.16
