class,age,male,female
0,0 to 1,841.05,712.56
1,1 to 5,3358.29,2840.3
10,10 to 15,4493.81,3633.61
15,15 to 20,4720.9,4195.36
20,20 to 25,4404.21,4576.72
25,25 to 30,4187.56,4631.96
30,30 to 35,4392.97,4669.34
35,35 to 40,3912.58,4137.63
40,40 to 45,3366,3828.7
45,45 to 50,3296.18,3601.8
5,5 to 10,4221.81,3486.76
50,50 to 55,3001.61,3462.23
55,55 to 60,2936.69,2915.63
60,60 to 65,2211.26,2192.7
65,65 to 70,1582.06,1589.4
70,70 to 75,1052.12,1288.56
75,75 to 80,837.2,1033.6
80,80 and over,764.96,1125.69
