class,age,male,female
0,0 to 1,479.08,429.11
1,1 to 5,1912.96,1710.45
10,10 to 15,2458.21,2178.71
15,15 to 20,2591,2331.88
20,20 to 25,2687.77,2353.19
25,25 to 30,2471.92,2149.94
30,30 to 35,2308.54,1989.04
35,35 to 40,2008.22,1746.93
40,40 to 45,1713.81,1610.51
45,45 to 50,1465.19,1400.28
5,5 to 10,2392.74,2085.24
50,50 to 55,1365.58,1326.03
55,55 to 60,1164.42,1014.91
60,60 to 65,855.78,789.81
65,65 to 70,556.01,520.15
70,70 to 75,382.91,394.81
75,75 to 80,264.27,264.64
80,80 and over,237.77,247.69
