class,age,male,female
0,0 to 1,628.66,546.89
1,1 to 5,2510.22,2179.94
10,10 to 15,3221.33,2740.85
15,15 to 20,3362.82,3052.84
20,20 to 25,3594.83,3373.58
25,25 to 30,3444.07,3281.6
30,30 to 35,3595.07,3362.83
35,35 to 40,3133.23,2996.65
40,40 to 45,2644.09,2819.7
45,45 to 50,2455.72,2557.13
5,5 to 10,3014.72,2563.92
50,50 to 55,2264.06,2522.83
55,55 to 60,2119.12,2016.93
60,60 to 65,1572.88,1601.46
65,65 to 70,1030.1,1123.2
70,70 to 75,744.59,969.99
75,75 to 80,606.39,793.29
80,80 and over,739.77,1094.52
