class,age,male,female
0,0 to 1,478.37,419.77
1,1 to 5,1910.14,1673.22
10,10 to 15,2561.6,2267.32
15,15 to 20,2663.83,2474.06
20,20 to 25,2619.05,2586.77
25,25 to 30,2538.93,2556.59
30,30 to 35,2677.84,2638.11
35,35 to 40,2332.11,2312.25
40,40 to 45,1934.5,2127.76
45,45 to 50,1782.19,1930.4
5,5 to 10,2399.77,2130.5
50,50 to 55,1644.48,1883.34
55,55 to 60,1514.17,1528.34
60,60 to 65,1118.43,1153.01
65,65 to 70,750.77,791.04
70,70 to 75,514.36,654.43
75,75 to 80,443.6,545.58
80,80 and over,420.63,638.38
