class,age,male,female
0,0 to 1,898.47,819.49
1,1 to 5,3587.57,3266.56
10,10 to 15,4636.18,4235.62
15,15 to 20,4595.24,4389.47
20,20 to 25,4583.61,4442.78
25,25 to 30,4273.18,3958.37
30,30 to 35,4066.36,3696.05
35,35 to 40,3312.51,3127.7
40,40 to 45,2921.16,3070.39
45,45 to 50,2652.84,2681.48
5,5 to 10,4567.82,4076.49
50,50 to 55,2362.26,2550.4
55,55 to 60,2120.19,1948.99
60,60 to 65,1459.69,1467.21
65,65 to 70,1010.88,1034.04
70,70 to 75,652.75,776.47
75,75 to 80,477.22,549.69
80,80 and over,431.89,575.63
