class,age,male,female
0,0 to 1,698.21,648.6
1,1 to 5,2787.96,2585.35
10,10 to 15,3816.9,3513.57
15,15 to 20,4248,3925.46
20,20 to 25,4615.37,4140.83
25,25 to 30,4409.98,3776.9
30,30 to 35,4170.63,3644.02
35,35 to 40,3556.73,3167.93
40,40 to 45,2986.01,2891.02
45,45 to 50,2664.2,2569.44
5,5 to 10,3509.28,3247.89
50,50 to 55,2324.4,2363.79
55,55 to 60,2168.34,1846.07
60,60 to 65,1447.17,1390.5
65,65 to 70,967.34,925.95
70,70 to 75,642.86,716.07
75,75 to 80,489.42,543.82
80,80 and over,442.79,588.54
