class,age,male,female
0,0 to 1,112.77,104.55
1,1 to 5,450.13,416.45
10,10 to 15,575.77,580.75
15,15 to 20,605.37,548.33
20,20 to 25,1026.61,641.49
25,25 to 30,1148.19,689.53
30,30 to 35,1023.98,674.32
35,35 to 40,892.53,594.94
40,40 to 45,787.69,549.4
45,45 to 50,636.9,520.2
5,5 to 10,589.09,547.24
50,50 to 55,493.23,453.37
55,55 to 60,406.7,348.6
60,60 to 65,269.14,289.79
65,65 to 70,180.34,204.66
70,70 to 75,126.8,172.22
75,75 to 80,118.13,164.87
80,80 and over,110.85,179.26
