class,age,male,female
0,0 to 1,149.62,127.06
1,1 to 5,597.42,506.48
10,10 to 15,802.95,649.1
15,15 to 20,844.56,749.36
20,20 to 25,775.09,817.41
25,25 to 30,728.62,827.82
30,30 to 35,769.62,839.9
35,35 to 40,691.44,747.13
40,40 to 45,599.33,689.08
45,45 to 50,582.77,648.09
5,5 to 10,754.91,623.18
50,50 to 55,534.87,625.73
55,55 to 60,523.75,530.17
60,60 to 65,399.04,400.94
65,65 to 70,287.14,291.37
70,70 to 75,191.3,240.56
75,75 to 80,152.78,192.14
80,80 and over,143.23,219.74
