class,age,male,female
0,0 to 1,1591.78,1472.39
1,1 to 5,6355.95,5869.06
10,10 to 15,8221.04,7610.2
15,15 to 20,8167.49,7909.37
20,20 to 25,8180.65,7990.01
25,25 to 30,7617.23,7056.64
30,30 to 35,7201.45,6569.35
35,35 to 40,5845.32,5556.5
40,40 to 45,5173.62,5512.28
45,45 to 50,4698.76,4803.15
5,5 to 10,8080.78,7312.81
50,50 to 55,4194.46,4603.85
55,55 to 60,3797.82,3514.08
60,60 to 65,2593.56,2630.31
65,65 to 70,1794.06,1855.64
70,70 to 75,1144.39,1375.25
75,75 to 80,827.21,963.15
80,80 and over,739.5,1004.75
