class,age,male,female
0,0 to 1,139.23,123.41
1,1 to 5,555.96,491.94
10,10 to 15,810.19,713.57
15,15 to 20,895.63,805.39
20,20 to 25,1042.16,918.97
25,25 to 30,1025.18,890.45
30,30 to 35,1004.79,864.85
35,35 to 40,868.45,759.3
40,40 to 45,771.32,725.92
45,45 to 50,691.99,637.57
5,5 to 10,751.44,669.76
50,50 to 55,630.3,595.63
55,55 to 60,539.79,443.48
60,60 to 65,344.42,323.12
65,65 to 70,233.25,228.97
70,70 to 75,160.9,174.81
75,75 to 80,129.39,133.46
80,80 and over,109.21,126.44
