class,age,male,female
0,0 to 1,532.93,467.97
1,1 to 5,2127.98,1865.36
10,10 to 15,2857.08,2534.11
15,15 to 20,2974.08,2763.76
20,20 to 25,2947.72,2892.77
25,25 to 30,2864.48,2855.57
30,30 to 35,3012.51,2941.11
35,35 to 40,2618.56,2575.61
40,40 to 45,2171.86,2373.09
45,45 to 50,1998.63,2149.29
5,5 to 10,2675.44,2379.78
50,50 to 55,1841.81,2094.12
55,55 to 60,1689.76,1692.69
60,60 to 65,1240.61,1275
65,65 to 70,830.4,873.34
70,70 to 75,569.36,719.45
75,75 to 80,491.21,600.1
80,80 and over,463.24,695.71
