class,age,male,female
0,0 to 1,308.14,266.51
1,1 to 5,1230.41,1062.31
10,10 to 15,1615.45,1346.84
15,15 to 20,1722.09,1533.82
20,20 to 25,1807.58,1678.17
25,25 to 30,1709.35,1615.42
30,30 to 35,1742.76,1632.1
35,35 to 40,1523.49,1457.46
40,40 to 45,1304.44,1384.89
45,45 to 50,1226.66,1254.95
5,5 to 10,1495.84,1260.04
50,50 to 55,1119.94,1215.25
55,55 to 60,1030.95,961.68
60,60 to 65,762.02,784.01
65,65 to 70,520.92,554.18
70,70 to 75,369.82,462.27
75,75 to 80,295.98,373.27
80,80 and over,350.46,503.65
