class,age,male,female
0,0 to 1,454.82,386.66
1,1 to 5,1816.09,1541.27
10,10 to 15,2478.54,1985.74
15,15 to 20,2618.48,2275.07
20,20 to 25,2433.2,2343.7
25,25 to 30,2223.24,2354.04
30,30 to 35,2281.66,2339.84
35,35 to 40,2103.07,2129.65
40,40 to 45,1886.1,1936.5
45,45 to 50,1675.59,1747.98
5,5 to 10,2333.2,1925.62
50,50 to 55,1525.23,1641.6
55,55 to 60,1421.37,1383.91
60,60 to 65,1105.51,1105.31
65,65 to 70,779.74,805.99
70,70 to 75,532.49,681.96
75,75 to 80,445.63,537.95
80,80 and over,427.64,674.57
