class,age,male,female
0,0 to 1,451.61,393.05
1,1 to 5,1803.28,1566.7
10,10 to 15,2318.26,1975.62
15,15 to 20,2418.44,2199.06
20,20 to 25,2574.71,2425.13
25,25 to 30,2468.04,2359.41
30,30 to 35,2579.67,2419.42
35,35 to 40,2247.83,2154.93
40,40 to 45,1896.61,2028.25
45,45 to 50,1762.79,1839.75
5,5 to 10,2169.04,1847.37
50,50 to 55,1626.27,1815.65
55,55 to 60,1522.15,1452.29
60,60 to 65,1130.25,1151.7
65,65 to 70,740.72,807.42
70,70 to 75,534.82,696.97
75,75 to 80,436.42,570.57
80,80 and over,529.22,784.2
