class,age,male,female
0,0 to 1,376.2,349.48
1,1 to 5,1502.18,1393.06
10,10 to 15,2056.6,1893.23
15,15 to 20,2288.96,2115.09
20,20 to 25,2487.06,2231.15
25,25 to 30,2376.49,2035.21
30,30 to 35,2247.53,1963.62
35,35 to 40,1916.68,1707.03
40,40 to 45,1609.19,1557.85
45,45 to 50,1435.74,1384.57
5,5 to 10,1890.91,1750.09
50,50 to 55,1252.61,1273.86
55,55 to 60,1168.51,994.86
60,60 to 65,779.86,749.34
65,65 to 70,521.26,499.01
70,70 to 75,346.41,385.94
75,75 to 80,263.8,293.15
80,80 and over,238.67,317.23
