class,age,male,female
0,0 to 1,245.3,208.47
1,1 to 5,979.49,830.96
10,10 to 15,1336.48,1070.45
15,15 to 20,1411.88,1226.19
20,20 to 25,1315.87,1260.86
25,25 to 30,1203.61,1265.98
30,30 to 35,1232.85,1256.03
35,35 to 40,1135.59,1143.39
40,40 to 45,1018.24,1039.73
45,45 to 50,903.15,937.17
5,5 to 10,1258,1038.28
50,50 to 55,820.76,878.49
55,55 to 60,763.47,739.61
60,60 to 65,593.01,591.4
65,65 to 70,417.52,431.12
70,70 to 75,285.31,364
75,75 to 80,239.04,287.2
80,80 and over,228.64,358.77
