,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,5898,5498,2278,13674,"( Silchar | 7555 ), ( Katigorah | 6119 )",,0.00,"( Silchar | 0.00 ), ( Katigorah | 0.00 )",,02-06-2022
1,,Dima-Hasao,9,0,0,9,( Haflong | 9 ),,2.07,( Haflong | 2.07 ),,02-06-2022
2,,Kamrup (M),0,0,0,0,( Sonapur | 0 ),,194.00,( Sonapur | 194.00 ),,02-06-2022
3,,Morigaon,15766,15230,9100,40096,( Morigaon | 40096 ),,4060.00,( Morigaon | 4060.00 ),,02-06-2022
4,,Nagaon,9102,8147,3830,21079,"( Kampur | 16106 ), ( Raha | 4973 )",,1322.70,"( Kampur | 650.00 ), ( Raha | 672.70 )",,02-06-2022
5,,Total,30775,28875,15208,74858,,,5578.77,nan,,02-06-2022
