,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,177700,137200,33400,348300,"( Sarupeta | 188300 ), ( Bajali | 160000 )",520.00,"( Sarupeta | 520.00 ), ( Bajali | 0.00 )",,,19-06-2022
1,,Baksa,12418,9851,7721,29990,"( Barnagar RC part | 22064 ), ( Barama | 1450 ), ( Baska | 835 ), ( Baganpara | 3941 ), ( Jalah | 1700 )",543.00,"( Barnagar RC part | 480.00 ), ( Barama | 7.00 ), ( Baska | 0.00 ), ( Baganpara | 41.00 ), ( Jalah | 15.00 )",,,19-06-2022
2,,Barpeta,523403,505127,247579,1276109,"( Barpeta | 214076 ), ( Baghbar | 370497 ), ( Kalgachia | 198692 ), ( Sarthebari | 335837 ), ( Barnagar | 8857 ), ( Chenga | 148150 )",27907.00,"( Barpeta | 779.00 ), ( Baghbar | 18983.00 ), ( Kalgachia | 1823.50 ), ( Sarthebari | 2014.00 ), ( Barnagar | 1757.50 ), ( Chenga | 2550.00 )",,,19-06-2022
3,,Biswanath,8559,6670,4419,19648,"( Gohpur | 2889 ), ( Halem | 16247 ), ( Naduar RC part | 0 ), ( Biswanath | 512 )",1379.50,"( Gohpur | 536.00 ), ( Halem | 571.00 ), ( Naduar RC part | 22.50 ), ( Biswanath | 250.00 )",,,19-06-2022
4,,Bongaigaon,8316,6675,4218,19209,"( Manikpur | 12360 ), ( Srijangram | 0 ), ( Boitamari | 6849 )",321.00,"( Manikpur | 321.00 ), ( Srijangram | 0.00 ), ( Boitamari | 0.00 )",,,19-06-2022
5,,Cachar,55541,51692,38589,145822,"( Katigorah | 87108 ), ( Silchar | 28390 ), ( Lakhipur | 2925 ), ( Sonai | 25602 ), ( Udharbond | 1797 )",0.00,"( Katigorah | 0.00 ), ( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 0.00 ), ( Udharbond | 0.00 )",,,19-06-2022
6,,Chirang,4168,3223,2745,10136,"( Sidli | 599 ), ( Bijni | 6823 ), ( Bengtal | 2714 )",3322.20,"( Sidli | 368.50 ), ( Bijni | 2922.50 ), ( Bengtal | 31.20 )",,,19-06-2022
7,,Darrang,165089,145177,83703,393969,"( Mangaldoi | 125007 ), ( Dalgaon | 123940 ), ( Sipajhar | 58537 ), ( Patharighat | 86485 )",8380.00,"( Mangaldoi | 2328.00 ), ( Dalgaon | 3795.50 ), ( Sipajhar | 256.50 ), ( Patharighat | 2000.00 )",,,19-06-2022
8,,Dhemaji,16990,15547,8436,40973,"( Sissiborgaon | 11196 ), ( Jonai | 9126 ), ( Gogamukh | 17117 ), ( Dhemaji | 3534 )",7175.50,"( Sissiborgaon | 730.00 ), ( Jonai | 5941.50 ), ( Gogamukh | 467.00 ), ( Dhemaji | 37.00 )",,,19-06-2022
9,,Dhubri,46720,37962,21884,106566,"( Dhubri | 0 ), ( Gauripur | 0 ), ( South Salmara Part | 96013 ), ( Chapar | 570 ), ( Athani | 1695 ), ( Bilasipara | 7422 ), ( Golakganj | 866 ), ( Agamoni | 0 )",8656.83,"( Dhubri | 564.00 ), ( Gauripur | 535.60 ), ( South Salmara Part | 2394.00 ), ( Chapar | 1018.20 ), ( Athani | 2289.03 ), ( Bilasipara | 0.00 ), ( Golakganj | 962.50 ), ( Agamoni | 893.50 )",,,19-06-2022
10,,Dibrugarh,2870,2204,1593,6667,( Chabua | 6667 ),5.60,( Chabua | 5.60 ),,,19-06-2022
11,,Goalpara,129415,96748,40105,266268,"( Balijana | 98319 ), ( Lakhipur | 161317 ), ( Matia | 6632 ), ( Rongjuli | 0 )",3630.50,"( Balijana | 762.50 ), ( Lakhipur | 2227.00 ), ( Matia | 614.00 ), ( Rongjuli | 27.00 )",,,19-06-2022
12,,Golaghat,2537,1911,691,5139,"( Dergaon | 33 ), ( Bokakhat | 5106 ), ( Khumtai | 0 )",57.00,"( Dergaon | 0.00 ), ( Bokakhat | 31.00 ), ( Khumtai | 26.00 )",,,19-06-2022
13,,Hailakandi,1496,1024,407,2927,"( Hailakandi | 1300 ), ( Lala | 550 ), ( Katlicherra | 145 ), ( Algapur | 932 )",25.00,"( Hailakandi | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 25.00 )",,,19-06-2022
14,,Hojai,54276,41359,13111,108746,"( Lanka | 12494 ), ( Hojai | 68874 ), ( Doboka | 27378 )",2785.00,"( Lanka | 815.00 ), ( Hojai | 1534.00 ), ( Doboka | 436.00 )",,,19-06-2022
