,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,27916,26319,14339,68574,"( Lakhipur | 4670 ), ( Udharbond | 2417 ), ( Sonai | 4815 ), ( Katigorah | 46871 ), ( Silchar | 9801 )",,0.00,"( Lakhipur | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Katigorah | 0.00 ), ( Silchar | 0.00 )",,29-05-2022
1,,Dima-Hasao,317,354,326,997,( Haflong | 997 ),,310.53,( Haflong | 310.53 ),,29-05-2022
2,,Goalpara,0,0,0,0,"( Balijana | 0 ), ( Lakhipur | 0 ), ( Rongjuli | 0 ), ( Matia | 0 ), ( Dudhnoi | 0 )",,446.00,"( Balijana | 119.00 ), ( Lakhipur | 137.00 ), ( Rongjuli | 94.00 ), ( Matia | 66.00 ), ( Dudhnoi | 30.00 )",,29-05-2022
3,,Kamrup,0,0,0,0,( Hajo | 0 ),,112.00,( Hajo | 112.00 ),,29-05-2022
4,,Kamrup (M),0,0,0,0,( Sonapur | 0 ),,251.00,( Sonapur | 251.00 ),,29-05-2022
5,,Morigaon,15980,15560,9278,40818,"( Mayong | 0 ), ( Morigaon | 40818 )",,10527.33,"( Mayong | 6287.00 ), ( Morigaon | 4240.33 )",,29-05-2022
6,,Nagaon,115990,102825,72669,291484,"( Nagaon | 37447 ), ( Kampur | 138598 ), ( Raha | 115439 )",,14213.14,"( Nagaon | 2680.00 ), ( Kampur | 4600.00 ), ( Raha | 6933.14 )",,29-05-2022
7,,Total,160203,145058,96612,401873,,,25860.00,,,29-05-2022
