,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,455,570,255,1280,( Sarupeta | 1280 ),0.00,( Sarupeta | 0.00 ),,,03-07-2022
1,,Barpeta,46260,40609,48939,135808,"( Barpeta | 28507 ), ( Kalgachia | 19222 ), ( Chenga | 10469 ), ( Baghbar | 77610 )",14158.00,"( Barpeta | 8825.50 ), ( Kalgachia | 1301.50 ), ( Chenga | 1319.00 ), ( Baghbar | 2712.00 )",,,03-07-2022
2,,Biswanath,1091,917,569,2577,( Halem | 2577 ),73.00,( Halem | 73.00 ),,,03-07-2022
3,,Cachar,389412,347396,283164,1019972,"( Katigorah | 224006 ), ( Lakhipur | 92771 ), ( Udharbond | 46723 ), ( Sonai | 117547 ), ( Silchar | 538925 )",0.00,"( Katigorah | 0.00 ), ( Lakhipur | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 )",,,03-07-2022
4,,Chirang,206,238,136,580,( Bijni | 580 ),0.00,( Bijni | 0.00 ),,,03-07-2022
5,,Darrang,8368,7807,2319,18494,"( Patharighat | 3181 ), ( Mangaldoi | 11355 ), ( Sipajhar | 3958 )",4918.00,"( Patharighat | 1500.00 ), ( Mangaldoi | 3418.00 ), ( Sipajhar | 0.00 )",,,03-07-2022
6,,Dhemaji,1590,1106,879,3575,( Sissiborgaon | 3575 ),83.00,( Sissiborgaon | 83.00 ),,,03-07-2022
7,,Dibrugar,5836,4436,2589,12861,( Dibrugarh West |,276.97,( Dibrugarh West |,,,03-07-2022
8,,h,,,,,"3408 ), ( Moran | 4266 ), ( Chabua | 2789 ), ( Tingkhong | 192 ), ( Dibrugarh East | 526 ), ( Naharkatia | 564 ), ( Tengakhat | 1116 )",,"0.00 ), ( Moran | 69.59 ), ( Chabua | 10.00 ), ( Tingkhong | 25.70 ), ( Dibrugarh East | 0.00 ), ( Naharkatia | 152.68 ), ( Tengakhat | 19.00 )",,,03-07-2022
9,,Goalpara,3107,2573,1616,7296,"( Lakhipur | 2413 ), ( Balijana | 4883 )",39.00,"( Lakhipur | 0.00 ), ( Balijana | 39.00 )",,,03-07-2022
10,,Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",92.00,"( Bokakhat | 70.00 ), ( Khumtai | 22.00 )",,,03-07-2022
11,,Hailakandi,13320,11790,7540,32650,"( Lala | 0 ), ( Algapur | 32650 ), ( Katlicherra | 0 ), ( Hailakandi | 0 )",0.00,"( Lala | 0.00 ), ( Algapur | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 )",,,03-07-2022
12,,Hojai,324,144,81,549,"( Lanka | 91 ), ( Hojai | 458 )",114.00,"( Lanka | 100.00 ), ( Hojai | 14.00 )",,,03-07-2022
13,,Kamrup,896,647,278,1821,"( Hajo | 1027 ), ( North Ghy | 756 ), ( Kayan | 38 )",102.50,"( Hajo | 89.00 ), ( North Ghy | 13.50 ), ( Kayan | 0.00 )",,,03-07-2022
14,,Kamrup (M),2266,1796,451,4513,"( Sonapur | 1024 ), ( Chandrapur | 3489 )",810.50,"( Sonapur | 810.50 ), ( Chandrapur | 0.00 )",,,03-07-2022
15,,Karimganj,14227,9541,4729,28497,"( Nilambazar | 6333 ), ( Karimganj | 5311 ), ( Badarpur | 9763 ), ( RK Nagar | 7090 )",0.00,"( Nilambazar | 0.00 ), ( Karimganj | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 0.00 )",,,03-07-2022
16,,Lakhimpur,1475,955,894,3324,"( Subansiri | 0 ), ( Narayanpur | 0 ), ( Nowboicha | 3324 ), ( Bihpuria | 0 )",0.00,"( Subansiri | 0.00 ), ( Narayanpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 )",,,03-07-2022
17,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",38.69,"( Majuli | 20.19 ), ( Ujani Majuli | 18.50 )",,,03-07-2022
18,,Morigaon,70415,66798,38487,175700,"( Mikirbheta | 18347 ), ( Mayong | 794 ), ( Bhuragaon | 26751 ), ( Morigaon | 129808 ), ( Laharighat | 0 )",8901.65,"( Mikirbheta | 1356.50 ), ( Mayong | 3324.00 ), ( Bhuragaon | 925.00 ), ( Morigaon | 3250.00 ), ( Laharighat | 46.15 )",,,03-07-2022
19,,Nagaon,136760,126671,112266,375697,"( Nagaon | 51280 ), ( Samaguri | 0 ), ( Raha | 153234 ), ( Kampur | 171183 ), ( Rupahi | 0 )",17299.56,"( Nagaon | 350.00 ), ( Samaguri | 4.00 ), ( Raha | 9724.56 ), ( Kampur | 7191.00 ), ( Rupahi | 30.00 )",,,03-07-2022
20,,Nalbari,836,765,237,1838,( Paschim Nalbari | 1838 ),0.00,( Paschim Nalbari | 0.00 ),,,03-07-2022
21,,Sivasagar,425,337,175,937,"( Demow | 937 ), ( Amguri | 0 )",26.90,"( Demow | 17.90 ), ( Amguri | 9.00 )",,,03-07-2022
22,,Sonitpur,1351,1732,1484,4567,"( Tezpur | 372 ), ( Thelamara | 0 ), ( Dhekiajuli | 4195 )",257.50,"( Tezpur | 10.50 ), ( Thelamara | 5.00 ), ( Dhekiajuli | 242.00 )",,,03-07-2022
23,,Tamulpur,845,726,455,2026,( Goreswar | 2026 ),0.00,( Goreswar | 0.00 ),,,03-07-2022
24,,Tinsukia,25,38,17,80,"( Tinsukia | 40 ), ( Doomdooma | 40 )",7.60,"( Tinsukia | 4.00 ), ( Doomdooma | 3.60 )",,,03-07-2022
25,,Udalguri,503,241,165,909,"( Udalguri | 309 ), ( Khairabari | 0 ), ( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Mazbat | 600 )",0.00,"( Udalguri | 0.00 ), ( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",,,03-07-2022
26,,Total,699993,627833 507725 1835551 47198.87,,,,,nan,,,03-07-2022
