,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Chirang,1,2,2,5,( Bengtal | 5 ),,0.00,( Bengtal | 0.00 ),,05-09-2022
1,,Dhemaji,1289,1124,823,3236,"( Sissiborgaon | 2503 ), ( Dhemaji | 733 )",,317.00,"( Sissiborgaon | 307.00 ), ( Dhemaji | 10.00 )",,05-09-2022
2,,Total,1290,1126,825,3241,,,317.00,,,05-09-2022
