,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Jorhat,0,0,0,0,( Titabor | 0 ),,15.00,( Titabor | 15.00 ),,11-08-2022
1,,Tamulpur,204,160,61,425,( Goreswar | 425 ),,0.00,( Goreswar | 0.00 ),,11-08-2022
2,,Udalguri,30,35,20,85,"( Khairabari | 0 ), ( Harisinga | 85 )",,0.00,"( Khairabari | 0.00 ), ( Harisinga | 0.00 )",,11-08-2022
3,,Total,234,195,81,510,,,15.00,,,11-08-2022
