,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Dhemaji,6099,6084,2694,14877,"( Dhemaji | 2335 ), ( Gogamukh | 12542 )",,381.00,"( Dhemaji | 181.00 ), ( Gogamukh | 200.00 )",,31-07-2022
1,,Jorhat,39,45,28,112,"( Titabor | 0 ), ( Teok | 112 )",,98.70,"( Titabor | 20.00 ), ( Teok | 78.70 )",,31-07-2022
2,,Lakhimpur,14,16,5,35,( Subansiri | 35 ),,20.00,( Subansiri | 20.00 ),,31-07-2022
3,,Morigaon,27,28,21,76,( Morigaon | 76 ),,55.00,( Morigaon | 55.00 ),,31-07-2022
4,,Tamulpur,195,153,57,405,( Goreswar | 405 ),,0.00,( Goreswar | 0.00 ),,31-07-2022
5,,Total,6374,6326,2805,15505,,,554.70,,,31-07-2022
