,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Dhemaji,0,0,0,0,( Dhemaji | 0 ),,10.00,( Dhemaji | 10.00 ),,05-08-2022
1,,Tamulpur,204,160,61,425,( Goreswar | 425 ),,0.00,( Goreswar | 0.00 ),,05-08-2022
2,,Udalguri,317,275,102,694,"( Harisinga | 332 ), ( Khairabari | 362 )",,0.00,"( Harisinga | 0.00 ), ( Khairabari | 0.00 )",,05-08-2022
3,,Total,521,435,163,1119,,,10.00,,,05-08-2022
