,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,19,13,4,36,( Bajali | 36 ),0.00,( Bajali | 0.00 ),,,19-05-2022
1,,Baksa,0,0,0,0,( Baksa | 0 ),2.50,( Baksa | 2.50 ),,,19-05-2022
2,,Barpeta,0,0,0,0,"( Sarthebari | 0 ), ( Chenga | 0 ), ( Kalgachia | 0 ), ( Baghbar | 0 )",5537.30,"( Sarthebari | 282.50 ), ( Chenga | 1471.00 ), ( Kalgachia | 967.00 ), ( Baghbar | 2816.80 )",,,19-05-2022
3,,Biswanath,5082,4423,2849,12354,"( Biswanath | 1434 ), ( Naduar RC part | 1450 ), ( Gohpur | 3608 ), ( Halem | 5862 )",1815.00,"( Biswanath | 713.00 ), ( Naduar RC part | 204.00 ), ( Gohpur | 662.00 ), ( Halem | 236.00 )",,,19-05-2022
4,,Bongaigaon,0,0,0,0,"( Manikpur | 0 ), ( Srijangram | 0 )",1730.00,"( Manikpur | 67.00 ), ( Srijangram | 1663.00 )",,,19-05-2022
5,,Cachar,60640,54629,44515,159784,"( Katigorah | 110575 ), ( Udharbond | 1205 ), ( Silchar | 30000 ), ( Lakhipur | 7899 ), ( Sonai | 10105 )",5550.00,"( Katigorah | 3052.00 ), ( Udharbond | 146.00 ), ( Silchar | 1238.00 ), ( Lakhipur | 293.00 ), ( Sonai | 821.00 )",,,19-05-2022
6,,Darrang,26066,21982,13688,61736,"( Dalgaon | 3977 ), ( Patharighat | 26433 ), ( Mangaldoi | 30860 ), ( Sipajhar | 466 )",10378.90,"( Dalgaon | 7441.50 ), ( Patharighat | 385.40 ), ( Mangaldoi | 2259.00 ), ( Sipajhar | 293.00 )",,,19-05-2022
7,,Dhemaji,315,260,69,644,"( Jonai | 0 ), ( Sissiborgaon | 0 ), ( Dhemaji | 644 )",431.85,"( Jonai | 303.60 ), ( Sissiborgaon | 116.25 ), ( Dhemaji | 12.00 )",,,19-05-2022
8,,Dhubri,0,0,0,0,"( Gauripur | 0 ), ( Dhubri | 0 ), ( Athani | 0 ), ( Chapar | 0 )",1228.41,"( Gauripur | 534.00 ), ( Dhubri | 67.00 ), ( Athani | 471.41 ), ( Chapar | 156.00 )",,,19-05-2022
9,,Dibrugarh,1949,1490,1148,4587,( Chabua | 4587 ),3.50,( Chabua | 3.50 ),,,19-05-2022
10,,Dima-Hasao,323,323,365,1011,( Haflong | 1011 ),0.00,( Haflong | 0.00 ),,,19-05-2022
11,,Goalpara,0,0,0,0,"( Matia | 0 ), ( Balijana | 0 ), ( Rongjuli | 0 ), ( Lakhipur | 0 )",6867.00,"( Matia | 1750.00 ), ( Balijana | 722.50 ), ( Rongjuli | 300.00 ), ( Lakhipur | 4094.50 )",,,19-05-2022
12,,Hailakandi,870,660,320,1850,( Algapur | 1850 ),13.00,( Algapur | 13.00 ),,,19-05-2022
13,,Hojai,52951,34360,10059,97370,"( Lanka | 3852 ), ( Doboka | 53838 ), ( Hojai | 39680 )",5447.00,"( Lanka | 650.00 ), ( Doboka | 1231.00 ), ( Hojai | 3566.00 )",,,19-05-2022
14,,Kamrup,24,19,14,57,"( Chamaria | 0 ), ( Nagarbera | 0 ), ( Kayan | 0 ), ( Rangia | 57 )",1907.20,"( Chamaria | 1468.50 ), ( Nagarbera | 99.50 ), ( Kayan | 68.20 ), ( Rangia | 271.00 )",,,19-05-2022
15,,Kamrup (M),0,0,0,0,( Chandrapur | 0 ),778.00,( Chandrapur | 778.00 ),,,19-05-2022
16,,Karbi Anglong West,611,611,773,1995,( Donkamokam | 1995 ),7.00,( Donkamokam | 7.00 ),,,19-05-2022
17,,Karimganj,4576,3698,3757,12031,"( Karimganj | 10004 ), ( Badarpur | 2027 )",11.20,"( Karimganj | 0.00 ), ( Badarpur | 11.20 )",,,19-05-2022
18,,Kokrajhar,0,0,0,0,"( Bagribari | 0 ), ( Bhawraguri | 0 )",246.40,"( Bagribari | 241.90 ), ( Bhawraguri | 4.50 )",,,19-05-2022
19,,Lakhimpur,1907,1534,1935,5376,"( Nowboicha | 915 ), ( Narayanpur | 0 ), ( Bihpuria | 2962 ), ( North Lakhimpur | 1499 )",777.70,"( Nowboicha | 0.00 ), ( Narayanpur | 549.70 ), ( ",,,19-05-2022
20,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,286.43,"( Majuli | 255.08 ), ( Ujani Majuli | 31.35 )",,19-05-2022
21,,Morigaon,373,356,165,894,"( Mayong | 0 ), ( Morigaon | 894 )",,6038.19,"( Mayong | 4680.00 ), ( Morigaon | 1358.19 )",,19-05-2022
22,,Nagaon,143382,128870,58989,331241,"( Kampur | 237158 ), ( Raha | 79305 ), ( Nagaon | 14778 )",,11865.94,"( Kampur | 5600.00 ), ( Raha | 4867.94 ), ( Nagaon | 1398.00 )",,19-05-2022
23,,Nalbari,4294,3406,1219,8919,"( Barbhag | 0 ), ( Barkhetri | 0 ), ( Nalbari | 0 ), ( Tihu | 7964 ), ( Paschim Nalbari | 955 ), ( Ghograpar | 0 )",,1296.10,"( Barbhag | 173.00 ), ( Barkhetri | 840.00 ), ( Nalbari | 30.60 ), ( Tihu | 36.00 ), ( Paschim Nalbari | 152.00 ), ( Ghograpar | 64.50 )",,19-05-2022
