,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,3900,3321,2496,9717,"( Katigorah | 3126 ), ( Silchar | 6591 )",,0.00,"( Katigorah | 0.00 ), ( Silchar | 0.00 )",,20-07-2022
1,,Morigaon,2009,1682,825,4516,( Morigaon | 4516 ),,250.00,( Morigaon | 250.00 ),,20-07-2022
2,,Tamulpur,457,345,90,892,( Goreswar | 892 ),,0.00,( Goreswar | 0.00 ),,20-07-2022
3,,Tinsukia,580,687,70,1337,( Sadiya | 1337 ),,0.00,( Sadiya | 0.00 ),,20-07-2022
4,,Total,6946,6035,3481,16462,,,250.00,,,20-07-2022
