,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,6107,5968,2149,14224,"( Sarupeta | 167 ), ( Bajali | 14057 )",1236.00,"( Sarupeta | 20.00 ), ( Bajali | 1216.00 )",,,25-06-2022
1,,Baksa,7504,5547,4451,17502,"( Baska | 0 ), ( Barnagar RC part | 15442 ), ( Barama | 0 ), ( Baganpara | 2060 )",410.00,"( Baska | 0.00 ), ( Barnagar RC part | 410.00 ), ( Barama | 0.00 ), ( Baganpara | 0.00 )",,,25-06-2022
2,,Barpeta,299505,282672,167782,749959,"( Barpeta | 83772 ), ( Barnagar | 9375 ), ( Baghbar | 226212 ), ( Kalgachia | 49402 ), ( Chenga | 130558 ), ( Sarthebari | 250640 )",26558.50,"( Barpeta | 670.00 ), ( Barnagar | 456.00 ), ( Baghbar | 18983.00 ), ( Kalgachia | 1676.50 ), ( Chenga | 2693.00 ), ( Sarthebari | 2080.00 )",,,25-06-2022
3,,Biswanath,0,0,0,0,( Halem | 0 ),43.00,( Halem | 43.00 ),,,25-06-2022
4,,Cachar,107751,97236,72908,277895,"( Lakhipur | 12455 ), ( Katigorah | 96131 ), ( Udharbond | 4350 ), ( Sonai | 68270 ), ( Silchar | 96689 )",0.00,"( Lakhipur | 0.00 ), ( Katigorah | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 )",,,25-06-2022
5,,Chirang,182,234,127,543,( Bijni | 543 ),0.00,( Bijni | 0.00 ),,,25-06-2022
6,,Darrang,57474,53501,45105,156080,"( Dalgaon | 0 ), ( Patharighat | 21698 ), ( Sipajhar | 61459 ), ( Mangaldoi | 72923 )",6204.35,"( Dalgaon | 467.85 ), ( Patharighat | 703.50 ), ( Sipajhar | 1615.00 ), ( Mangaldoi | 3418.00 )",,,25-06-2022
7,,Dhemaji,8715,7943,4059,20717,"( Jonai | 3158 ), ( Sissiborgaon | 8593 ), ( Gogamukh | 6453 ), ( Dhemaji | 2513 )",4094.00,"( Jonai | 3205.00 ), ( Sissiborgaon | 789.00 ), ( Gogamukh | 65.00 ), ( Dhemaji | 35.00 )",,,25-06-2022
8,,Dhubri,20342,18143,14057,52542,"( South Salmara Part | 52542 ), ( Bilasipara | 0 ), ( Dhubri | 0 ), ( Athani | 0 )",3769.00,"( South Salmara Part | 3769.00 ), ( Bilasipara | 0.00 ), ( Dhubri | 0.00 ), ( Athani | 0.00 )",,,25-06-2022
9,,Goalpara,47433,37403,15335,100171,"( Lakhipur | 57898 ), ( Matia | 2820 ), ( Balijana | 39453 ), ( Rongjuli | 0 )",823.50,"( Lakhipur | 0.00 ), ( Matia | 255.00 ), ( Balijana | 568.50 ), ( Rongjuli | 0.00 )",,,25-06-2022
10,,Golaghat,1988,1155,783,3926,"( Bokakhat | 3926 ), ( Khumtai | 0 )",78.00,"( Bokakhat | 65.00 ), ( Khumtai | 13.00 )",,,25-06-2022
11,,Hailakandi,2755,2323,995,6073,"( Algapur | 0 ), ( Hailakandi | 4963 ), ( Lala | 1110 )",0.00,"( Algapur | 0.00 ), ( Hailakandi | 0.00 ), ( Lala | 0.00 )",,,25-06-2022
12,,Hojai,2598,1702,732,5032,"( Doboka | 3042 ), ( Hojai | 1391 ), ( Lanka | 599 )",392.00,"( Doboka | 40.00 ), ( Hojai | 52.00 ), ( Lanka | 300.00 )",,,25-06-2022
13,,Kamrup,105679,61514,29966,197159,"( Hajo | 168600 ), ( Rangia | 6531 ), ( Nagarbera | 0 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 867 ), ( Palashbari | 0 ), ( North Ghy | 20211 ), ( Kayan | 950 )",3058.80,"( Hajo | 790.00 ), ( Rangia | 350.00 ), ( Nagarbera | 190.00 ), ( Chamaria | 85.80 ), ( Chaygaon | 33.00 ), ( Kamalpur | 1045.00 ), ( Palashbari | 46.00 ), ( North Ghy | 174.50 ), ( Kayan | 344.50 )",,,25-06-2022
14,,Kamrup (M),537,405,2,944,"( Chandrapur | 0 ), ( Sonapur | 944 )",899.00,"( Chandrapur | 173.00 ), ( Sonapur | 726.00 )",,,25-06-2022
15,,Karbi Anglong West,577,585,594,1756,( Donkamokam | 1756 ),0.00,( Donkamokam | 0.00 ),,,25-06-2022
16,,Karimganj,96448,69626,29616,195690,"( RK Nagar | 51140 ), ( Nilambazar | 47324 ), ( Badarpur | 39977 ), ( Patherkandi | 494 ), ( Karimganj | 56755 )",300.00,"( RK Nagar | 300.00 ), ( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",,,25-06-2022
17,,Lakhimpur,5014,3839,4096,12949,"( Nowboicha | 10430 ), ( Subansiri | 2519 ), ( Bihpuria | 0 )",261.00,"( Nowboicha | 0.00 ), ( Subansiri | 261.00 ), ( Bihpuria | 0.00 )",,,25-06-2022
18,,Morigaon,37098,33748,20127,90973,"( Mikirbheta | 8940 ), ( Mayong | 5941 ), ( Bhuragaon | 5350 ), ( Morigaon | 70742 )",10936.00,"( Mikirbheta | 436.00 ), ( Mayong | 8620.00 ), ( Bhuragaon | 680.00 ), ( Morigaon | 1200.00 )",,,25-06-2022
19,,Nagaon,181799,170812,159024,511635,"( Kampur | 258000 ), ( Nagaon | 102141 ), ( Raha | 151494 ), ( Dhing | 0 )",18832.33,"( Kampur | 8250.00 ), ( Nagaon | 610.00 ), ( Raha | 9940.33 ), ( Dhing | 32.00 )",,,25-06-2022
20,,Nalbari,15743,14427,6527,36697,"( Paschim Nalbari | 22199 ), ( Tihu | 1245 ), ( Barbhag | 10453 ), ( Nalbari | 2800 )",923.00,"( Paschim Nalbari | 554.00 ), ( Tihu | 50.00 ), ( Barbhag | 139.00 ), ( Nalbari | 180.00 )",,,25-06-2022
21,,Sonitpur,1315,1897,1154,4366,"( Thelamara | 0 ), ( Dhekiajuli | 4366 )",571.50,"( Thelamara | 11.00 ), ( Dhekiajuli | 560.50 )",,,25-06-2022
22,,South Salmara,20777,5527,21787,48091,"( South Salmara | 31910 ), ( Mankachar | 16181 )",830.00,"( South Salmara | 692.00 ), ( Mankachar | 138.00 )",,,25-06-2022
23,,Tamulpur,2125,2027,979,5131,"( Goreswar | 5106 ), ( Tamulpur | 25 )",126.30,"( Goreswar | 0.00 ), ( Tamulpur | 126.30 )",,,25-06-2022
24,,Udalguri,400,300,234,934,"( Kalaigaon | 0 ), ( Harisinga | 0 ), ( Khairabari | 0 ), ( Mazbat | 934 )",0.00,"( Kalaigaon | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 ), ( Mazbat | 0.00 )",,,25-06-2022
25,,Total,1029866,878534,602589,2510989,,80346.28,,,,25-06-2022
