,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,1109,650,408,2167,( Katigorah | 2167 ),,0.00,( Katigorah | 0.00 ),,24-07-2022
1,,Morigaon,1100,800,210,2110,( Morigaon | 2110 ),,196.00,( Morigaon | 196.00 ),,24-07-2022
2,,Tamulpur,457,345,90,892,( Goreswar | 892 ),,0.00,( Goreswar | 0.00 ),,24-07-2022
3,,Total,2666,1795,708,5169,,,196.00,,,24-07-2022
