,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,2229,1540,764,4533,"( Silchar | 2366 ), ( Katigorah | 2167 )",,0.00,"( Silchar | 0.00 ), ( Katigorah | 0.00 )",,23-07-2022
1,,Morigaon,1132,889,274,2295,( Morigaon | 2295 ),,200.00,( Morigaon | 200.00 ),,23-07-2022
2,,Tamulpur,457,345,90,892,( Goreswar | 892 ),,0.00,( Goreswar | 0.00 ),,23-07-2022
3,,Total,3818,2774,1128,7720,,,200.00,,,23-07-2022
