,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Charaideo,2810,2234,1770,6814,"( Sonari | 6056 ), ( Sapekhati | 758 )",,0.00,"( Sonari | 0.00 ), ( Sapekhati | 0.00 )",,28-07-2022
1,,Morigaon,55,35,33,123,( Morigaon | 123 ),,98.00,( Morigaon | 98.00 ),,28-07-2022
2,,Tamulpur,457,345,90,892,( Goreswar | 892 ),,0.00,( Goreswar | 0.00 ),,28-07-2022
3,,Total,3322,2614,1893,7829,,,98.00,,,28-07-2022
