,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,22836,23345,4138,50319,"( Sarupeta | 47920 ), ( Bajali | 2399 )",857.00,"( Sarupeta | 857.00 ), ( Bajali | 0.00 )",,,29-06-2022
1,,Barpeta,211560,204097,133515,549172,"( Barpeta | 45710 ), ( Baghbar | 148977 ), ( Chenga | 84623 ), ( Kalgachia | 19222 ), ( Sarthebari | 250640 )",26684.50,"( Barpeta | 650.00 ), ( Baghbar | 18983.00 ), ( Chenga | 3348.50 ), ( Kalgachia | 1623.00 ), ( Sarthebari | 2080.00 )",,,29-06-2022
2,,Biswanath,26635,24216,13776,64627,"( Biswanath | 318 ), ( Halem | 38643 ), ( Gohpur | 25666 )",1687.00,"( Biswanath | 11.00 ), ( Halem | 1178.00 ), ( Gohpur | 498.00 )",,,29-06-2022
3,,Cachar,559060,505762,366122,1430944,"( Silchar | 725306 ), ( Lakhipur | 133675 ), ( Sonai | 284513 ), ( Katigorah | 230435 ), ( Udharbond | 57015 )",10630.00,"( Silchar | 1922.00 ), ( Lakhipur | 2025.00 ), ( Sonai | 2915.00 ), ( Katigorah | 2718.74 ), ( Udharbond | 1049.26 )",,,29-06-2022
4,,Chirang,626,666,242,1534,"( Bijni | 1297 ), ( Bengtal | 237 )",2444.90,"( Bijni | 2444.90 ), ( Bengtal | 0.00 )",,,29-06-2022
5,,Darrang,23518,21662,9305,54485,"( Mangaldoi | 22577 ), ( Patharighat | 4535 ), ( Sipajhar | 27373 ), ( Dalgaon | 0 )",6533.00,"( Mangaldoi | 3418.00 ), ( Patharighat | 1500.00 ), ( Sipajhar | 1615.00 ), ( Dalgaon | 0.00 )",,,29-06-2022
6,,Dhemaji,37947,33926,26509,98382,"( Sissiborgaon | 26398 ), ( Gogamukh | 16493 ), ( Jonai | 49562 ), ( Dhemaji | 5929 )",7216.32,"( Sissiborgaon | 1738.62 ), ( Gogamukh | 70.00 ), ( Jonai | 5341.70 ), ( Dhemaji | 66.00 )",,,29-06-2022
7,,Dhubri,250,350,90,690,"( Golakganj | 0 ), ( Dhubri | 0 ), ( Gauripur | 0 ), ( Bilasipara | 0 ), ( Chapar | 690 ), ( Agamoni | 0 ), ( Athani | 0 )",15.00,"( Golakganj | 0.00 ), ( Dhubri | 0.00 ), ( Gauripur | 0.00 ), ( Bilasipara | 0.00 ), ( Chapar | 15.00 ), ( Agamoni | 0.00 ), ( Athani | 0.00 )",,,29-06-2022
8,,Dibrugarh,1690,1335,1138,4163,"( Chabua | 3857 ), ( Moran | 306 )",7.00,"( Chabua | 3.00 ), ( Moran | 4.00 )",,,29-06-2022
9,,Goalpara,6981,5723,2662,15366,"( Balijana | 7504 ), ( Lakhipur | 7862 )",,98.00,"( Balijana | 98.00 ), ( Lakhipur | 0.00 )",,29-06-2022
10,,Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",,63.00,"( Bokakhat | 50.00 ), ( Khumtai | 13.00 )",,29-06-2022
11,,Hailakandi,138,123,55,316,"( Lala | 0 ), ( Katlicherra | 0 ), ( Algapur | 0 ), ( Hailakandi | 316 )",,0.00,"( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 0.00 ), ( Hailakandi | 0.00 )",,29-06-2022
12,,Hojai,701,404,206,1311,"( Lanka | 263 ), ( Hojai | 1048 )",,201.00,"( Lanka | 158.00 ), ( Hojai | 43.00 )",,29-06-2022
13,,Kamrup,34169,20098,14319,68586,"( Rangia | 0 ), ( Hajo | 49216 ), ( Chamaria | 0 ), ( Nagarbera | 0 ), ( Kayan | 48 ), ( North Ghy | 19322 )",,813.80,"( Rangia | 95.00 ), ( Hajo | 426.00 ), ( Chamaria | 52.80 ), ( Nagarbera | 180.00 ), ( Kayan | 39.00 ), ( North Ghy | 21.00 )",,29-06-2022
14,,Kamrup (M),745,575,0,1320,"( Chandrapur | 0 ), ( Dispur | 0 ), ( Sonapur | 1320 )",,726.50,"( Chandrapur | 0.00 ), ( Dispur | 0.00 ), ( Sonapur | 726.50 )",,29-06-2022
15,,Karimganj,47139,27151,13647,87937,"( Nilambazar | 16940 ), ( Badarpur | 26530 ), ( RK Nagar | 26565 ), ( Patherkandi | 0 ), ( Karimganj | 17902 )",,0.00,"( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",,29-06-2022
16,,Lakhimpur,29524,25520,16323,71367,"( Narayanpur | 18653 ), ( Nowboicha | 16817 ), ( North Lakhimpur | 10070 ), ( Bihpuria | 20535 ), ( Dhakuakhana | 67 ), ( Subansiri | 5225 ), ( Kadam | 0 )",,1479.70,"( Narayanpur | 346.50 ), ( Nowboicha | 2.30 ), ( North Lakhimpur | 0.00 ), ( Bihpuria | 75.65 ), ( Dhakuakhana | 55.00 ), ( Subansiri | 955.00 ), ( Kadam | 45.25 )",,29-06-2022
17,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,71.34,"( Majuli | 53.93 ), ( Ujani Majuli | 17.41 )",,29-06-2022
18,,Morigaon,42844,39173,23572,105589,"( Mikirbheta | 16088 ), ( Mayong | 5941 ), ( Morigaon | 83560 ), ( Bhuragaon | 0 )",,11310.50,"( Mikirbheta | 826.50 ), ( Mayong | 7326.00 ), ( Morigaon | 2600.00 ), ( Bhuragaon | 558.00 )",,29-06-2022
19,,Nagaon,184889,173396,161089,519374,"( Kampur | 258000 ), ( Nagaon | 103200 ), ( Raha | 158174 ), ( Samaguri | 0 )",,18757.70,"( Kampur | 8250.00 ), ( Nagaon | 504.00 ), ( Raha | 9999.70 ), ( Samaguri | 4.00 )",,29-06-2022
20,,Nalbari,1785,1525,829,4139,"( Paschim Nalbari | 3904 ), ( Barbhag | 235 )",,693.00,"( Paschim Nalbari | 554.00 ), ( Barbhag | 139.00 )",,29-06-2022
