,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,,Crop Area ( in Hect. ),Crop Area Details,,Date
0,,Cachar,5186,4851,2610,12647,"( Silchar | 5990 ), ( Katigorah | 6657 )",,0.00,"( Silchar | 0.00 ), ( Katigorah | 0.00 )",,21-07-2022
1,,Morigaon,1582,1282,678,3542,"( Mikirbheta | 0 ), ( Morigaon | 3542 )",,235.00,"( Mikirbheta | 0.00 ), ( Morigaon | 235.00 )",,21-07-2022
2,,Tamulpur,457,345,90,892,( Goreswar | 892 ),,0.00,( Goreswar | 0.00 ),,21-07-2022
3,,Tinsukia,46,50,36,132,"( Sadiya | 0 ), ( Tinsukia | 132 )",,2.00,"( Sadiya | 0.00 ), ( Tinsukia | 2.00 )",,21-07-2022
4,,Total,7271,6528,3414,17213,,,237.00,,,21-07-2022
