,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Dhemaji,1127,1083,629,2839,"( Gogamukh | 1834 ), ( Sissiborgaon | 422 ), ( Dhemaji | 583 )",101.00,"( Gogamukh | 35.00 ), ( Sissiborgaon | 60.00 ), ( Dhemaji | 6.00 )",,,10-06-2022
1,,Morigaon,0,0,0,0,( Morigaon | 0 ),750.00,( Morigaon | 750.00 ),,,10-06-2022
2,,South Salmara,2,2,3,7,( Mankachar | 7 ),199.00,( Mankachar | 199.00 ),,,10-06-2022
3,,Total,1129,1085,632,2846,,1050.00,,,,10-06-2022
