,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
0,,Bajali,32,29,4,65,( Bajali | 65 ),0,( Bajali | 0.00 ),,,17-05-2022
1,,Barpeta,0,0,0,0,( Sarthebari | 0 ),2241.6,( Sarthebari | 2241.60 ),,,17-05-2022
2,,Biswanath,18056,15169,6649,39874,"( Naduar RC part | 3234 ), ( Gohpur | 9325 ), ( Halem | 23721 ), ( Biswanath | 3594 )",2135.1,"( Naduar RC part | 130.00 ), ( Gohpur | 769.10 ), ( Halem | 811.00 ), ( Biswanath | 425.00 )",,,17-05-2022
3,,Bongaigaon,0,0,0,0,"( Srijangram | 0 ), ( Boitamari | 0 )",522,"( Srijangram | 432.00 ), ( Boitamari | 90.00 )",,,17-05-2022
4,,Cachar,38905,32827,24965,96697,"( Katigorah | 65000 ), ( Silchar | 20000 ), ( Lakhipur | 6740 ), ( Udharbond | 1205 ), ( Sonai | 3752 )",1462.9,"( Katigorah | 225.00 ), ( Silchar | 596.90 ), ( Lakhipur | 110.00 ), ( Udharbond | 134.00 ), ( Sonai | 397.00 )",,,17-05-2022
5,,Charaideo,45,42,40,127,( Sapekhati | 127 ),0,( Sapekhati | 0.00 ),,,17-05-2022
6,,Darrang,22801,17267,16892,56960,"( Patharighat | 18295 ), ( Mangaldoi | 22219 ), ( Dalgaon | 16446 ), ( Sipajhar | 0 )",,4861.3,"( Patharighat | 360.90 ), ( Mangaldoi | 587.00 ), ( Dalgaon | 3666.00 ), ( Sipajhar | 247.40 )",,17-05-2022
7,,Dhemaji,305,250,57,612,"( Dhemaji | 612 ), ( Jonai | 0 ), ( Sissiborgaon | 0 )",,148.2,"( Dhemaji | 12.00 ), ( Jonai | 57.60 ), ( Sissiborgaon | 78.60 )",,17-05-2022
8,,Dibrugarh,1949,1490,1148,4587,( Chabua | 4587 ),,3.5,( Chabua | 3.50 ),,17-05-2022
9,,Dima-Hasao,500,500,270,1270,( Haflong | 1270 ),,0,( Haflong | 0.00 ),,17-05-2022
10,,Goalpara,0,0,0,0,( Rongjuli | 0 ),,122,( Rongjuli | 122.00 ),,17-05-2022
11,,Hailakandi,990,740,410,2140,( Algapur | 2140 ),,53,( Algapur | 53.00 ),,17-05-2022
12,,Hojai,47538,32067,8815,88420,"( Lanka | 4126 ), ( Hojai | 30497 ), ( Doboka | 53797 )",,4765,"( Lanka | 424.00 ), ( Hojai | 3701.00 ), ( Doboka | 640.00 )",,17-05-2022
13,,Kamrup,1568,1408,741,3717,"( Rangia | 3242 ), ( Kayan | 475 )",,477,"( Rangia | 246.00 ), ( Kayan | 231.00 )",,17-05-2022
14,,Karbi Anglong,294,295,211,800,( Donkamokam | 800 ),,6.69,( Donkamokam | 6.69 ),,17-05-2022
15,,WestKarimganj,1298,1021,745,3064,"( Badarpur | 248 ), ( Karimganj | 2816 )",,0,"( Badarpur | 0.00 ), ( Karimganj | 0.00 )",,17-05-2022
16,,Kokrajhar,0,0,0,0,"( Kokrajhar | 0 ), ( Gossaigaon | 0 ), ( Bhawraguri | 0 ), ( Bagribari | 0 )",,586.1,"( Kokrajhar | 140.00 ), ( Gossaigaon | 1.00 ), ( Bhawraguri | 16.00 ), ( Bagribari | 429.10 )",,17-05-2022
17,,Lakhimpur,4658,3895,3062,11615,"( North Lakhimpur | 1809 ), ( Nowboicha | 915 ), ( Narayanpur | 797 ), ( Bihpuria | 8094 )",,692.2,"( North Lakhimpur | 4.00 ), ( Nowboicha | 42.00 ), ( Narayanpur | 447.20 ), ( Bihpuria | 199.00 )",,17-05-2022
18,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,95.51,"( Majuli | 61.48 ), ( Ujani Majuli | 34.03 )",,17-05-2022
19,,Morigaon,0,0,0,0,"( Mayong | 0 ), ( Morigaon | 0 )",,1181.76,"( Mayong | 769.50 ), ( Morigaon | 412.26 )",,17-05-2022
20,,Nagaon,29691,19934,9350,58975,"( Raha | 219 ), ( Kampur | 58756 )",,8137.57,"( Raha | 2537.57 ), ( Kampur | 5600.00 )",,17-05-2022
21,,Nalbari,1039,807,341,2187,"( Barbhag | 0 ), ( Banekuchi | 176 ), ( Nalbari | 0 ), ( Paschim Nalbari | 1241 ), ( Ghograpar | 292 ), ( Tihu | 478 )",,306,"( Barbhag | 88.00 ), ( Banekuchi | 5.00 ), ( Nalbari | 13.00 ), ( Paschim Nalbari | 125.00 ), ( Ghograpar | 23.00 ), ( Tihu | 52.00 )",,17-05-2022
22,,Sonitpur,3835,3380,2501,9716,"( Naduar | 738 ), ( Thelamara | 0 ), ( Chariduar | 5791 ), ( Dhekiajuli | 1986 ), ( Tezpur | 1201 )",,901,"( Naduar | 151.00 ), ( Thelamara | 273.00 ), ( Chariduar | 79.00 ), ( Dhekiajuli | 176.00 ), ( Tezpur | 222.00 )",,17-05-2022
23,,Tamulpur,0,0,0,0,"( Tamulpur | 0 ), ( Goreswar | 0 )",,68.09,"( Tamulpur | 0.00 ), ( Goreswar | 68.09 )",,17-05-2022
24,,Udalguri,9648,8420,4458,22526,"( Harisinga | 0 ), ( Kalaigaon | 19998 ), ( Mazbat | 2174 ), ( Udalguri | 123 ), ( Khairabari | 231 )",,4178,"( Harisinga | 0.00 ), ( Kalaigaon | 2450.00 ), ( Mazbat | 0.00 ), ( Udalguri | 1568.00 ), ( Khairabari | 160.00 )",,17-05-2022
25,,Total,183152,139541,80659,403352,,,32944.52,,,17-05-2022
