object_id,economic_loss,timeperiod
02-030-02104,1200000.0,2023_09
02-030-02105,150000.0,2023_09
02-030-02104,5275000.0,2023_08
02-030-02105,1012000.0,2023_08
02-030-02106,4585000.0,2023_08
02-027-00024,200000.0,2024_07
02-027-00025,400000.0,2024_07
02-033-00044,35000.0,2024_07
02-031-00061,600000.0,2020_03
02-030-02104,100000.0,2022_08
02-031-00057,350000.0,2022_08
02-031-00063,579700.0,2022_08
02-031-00064,677000.0,2022_08
02-030-02105,800000.0,2021_07
02-030-02106,200000.0,2021_07
02-027-00022,350000.0,2024_08
02-027-00023,6710000.0,2024_08
02-027-00024,800000.0,2024_08
02-027-00025,1500000.0,2024_08
02-027-00028,117000.0,2024_08
02-027-00031,500000.0,2024_08
02-027-00032,3350000.0,2024_08
02-030-02105,200000.0,2023_06
02-026-00014,3000000.0,2023_07
02-030-02104,3720000.0,2023_07
02-030-02105,1600000.0,2023_07
02-030-02106,975000.0,2023_07
