object_id,total_tender_awarded_value,timeperiod
02-023-00001,1845026.0,2019_04
02-023-00003,19926443.0,2019_04
02-023-00005,48327984.0,2019_04
02-023-00008,10824287.0,2019_04
02-024-02110,2808824.0,2019_04
02-024-02111,1662250.0,2019_04
02-024-02119,5552464.0,2019_04
02-024-02123,2671287.0,2019_04
02-024-02124,635052.0,2019_04
02-024-02128,8378180.0,2019_04
02-024-02130,611770.78,2019_04
02-026-00017,3156750.0,2019_04
02-027-00018,2317167.0,2019_04
02-027-00026,5429307.0,2019_04
02-027-00028,3401084.0,2019_04
02-027-00031,9341707.0,2019_04
02-028-02854,7375379.0,2019_04
02-028-02855,4229068.0,2019_04
02-028-02856,19409563.0,2019_04
02-028-02857,5798006.0,2019_04
02-028-02858,15837582.0,2019_04
02-028-02859,26670988.0,2019_04
02-029-00066,5183109.94,2019_04
02-029-00068,11647551.0,2019_04
02-029-00069,3962605.0,2019_04
02-030-02109,4018315.0,2019_04
02-031-00059,1935058.0,2019_04
02-031-00060,3088088.0,2019_04
02-031-00064,15864540.4,2019_04
02-032-00050,1708222.0,2019_04
02-032-00053,5386112.0,2019_04
02-032-01637,5423092.0,2019_04
02-033-00035,10207434.0,2019_04
02-033-00037,31921331.0,2019_04
02-033-00038,2133780.0,2019_04
02-033-00044,58844061.0,2019_04
02-033-00047,16710395.0,2019_04
02-034-00010,9773788.0,2019_04
02-024-02116,975511.0,2019_05
02-024-02118,10671183.0,2019_05
02-024-02119,3360903.0,2019_05
02-024-02121,1486002.0,2019_05
02-024-02122,1718625.0,2019_05
02-024-02127,3539067.0,2019_05
02-024-02128,8525220.0,2019_05
02-027-00026,4893646.0,2019_05
02-028-02855,799817.0,2019_05
02-028-02857,1525333.0,2019_05
02-028-02858,312744305.0,2019_05
02-028-02859,25430458.0,2019_05
02-029-00065,2952104.0,2019_05
02-029-00066,3931969.0,2019_05
02-029-00068,7145446.0,2019_05
02-029-00069,2046197.0,2019_05
02-030-02104,1286150.0,2019_05
02-030-02106,4274492.0,2019_05
02-030-02107,2768200.0,2019_05
02-031-00057,16588951.0,2019_05
02-032-00048,10584138.0,2019_05
02-032-01637,1375442.0,2019_05
02-033-00037,17568013.0,2019_05
02-033-00038,3556300.0,2019_05
02-033-00043,7106072.0,2019_05
02-033-00044,30519749.0,2019_05
02-033-00047,3647015.0,2019_05
02-034-00010,2425665.0,2019_05
02-034-01706,4623190.0,2019_05
02-023-00003,909039.0,2019_06
02-023-00008,743782.0,2019_06
02-024-02110,897476.0,2019_06
