object_id,relief_and_mitigation_sanction_value,timeperiod
02-030,40000004.0,2019_08
02-023,40000004.0,2019_08
02-028,10000001.0,2019_08
02-024,20000002.0,2019_08
02-034,25000002.5,2019_08
02-026,5000000.5,2019_08
02-025,5000000.5,2019_08
02-027,100000010.0,2019_08
02-033,50000005.0,2019_08
02-032,90000009.0,2019_08
02-031,30000003.0,2019_08
02-029,80000008.0,2019_08
02-030,25000002.5,2020_01
02-023,60000006.0,2020_01
02-024,150000015.0,2020_01
02-034,120000012.0,2020_01
02-026,20000002.0,2020_01
02-025,500000.05,2020_01
02-027,115000011.5,2020_01
02-033,59500005.95,2020_01
02-031,40000004.0,2020_01
02-029,100000009.0,2020_01
02-030,20000000.0,2020_05
02-023,20000000.0,2020_05
02-028,20000000.0,2020_05
02-024,60000000.0,2020_05
02-034,20000000.0,2020_05
02-026,40000000.0,2020_05
02-025,20000000.0,2020_05
02-027,40000000.0,2020_05
02-033,40000000.0,2020_05
02-031,40000000.0,2020_05
02-029,40000000.0,2020_05
02-030,22500000.0,2020_08
02-023,55000000.0,2020_08
02-028,27500000.0,2020_08
02-024,110000000.0,2020_08
02-034,18500000.0,2020_08
02-026,50000000.0,2020_08
02-025,13500000.0,2020_08
02-027,110000000.0,2020_08
02-033,90000000.0,2020_08
02-031,37500000.0,2020_08
02-029,62500000.0,2020_08
02-024,80000008.0,2020_09
02-027,70000007.0,2020_09
02-033,40000004.0,2020_09
02-031,60000006.0,2020_09
02-029,20000002.0,2020_09
02-023,10000000.0,2020_10
02-030,10000000.0315,2020_11
02-028,5000000.0,2020_11
02-029,20000000.0,2020_11
02-023,40000004.0,2020_11
02-028,10000001.0,2020_11
02-030,35000000.0,2021_02
02-023,100000000.0,2021_02
02-028,35000000.0,2021_02
02-024,200000000.0,2021_02
02-034,10000000.0,2021_02
02-026,30000000.0,2021_02
02-025,10000000.0,2021_02
02-027,300000000.0,2021_02
02-033,120000000.0,2021_02
02-031,80000000.0,2021_02
02-029,40000000.0,2021_02
02-023,25000000.0,2021_03
02-033,20000000.0,2021_03
02-023,0.0,2021_03
02-028,0.0,2021_03
02-030,27500000.0,2021_05
02-023,74300000.0,2021_05
02-028,25200000.0,2021_05
02-024,202400000.00000003,2021_05
02-034,45300000.0,2021_05
02-026,53099999.99999999,2021_05
02-025,11200000.000000002,2021_05
02-027,296600000.00000006,2021_05
02-033,149100000.00000003,2021_05
02-031,34799999.99999999,2021_05
02-029,42699999.99999999,2021_05
02-030,5000000.5,2021_07
02-034,2500000.25,2021_07
02-025,2500000.25,2021_07
02-029,3000000.3,2021_07
02-030,30000000.0,2021_11
02-023,75000000.0,2021_11
02-028,37500000.0,2021_11
02-024,210000000.0,2021_11
02-034,40000000.0,2021_11
02-026,91000000.0,2021_11
02-025,100000000.0,2021_11
02-027,149000000.0,2021_11
02-033,100000000.0,2021_11
02-031,45000000.0,2021_11
02-029,52500000.0,2021_11
02-030,8500000.85,2022_05
02-023,8500000.85,2022_05
02-028,10500001.05,2022_05
02-024,17500001.75,2022_05
02-034,5500000.55,2022_05
02-026,9500000.95,2022_05
02-027,20000002.0,2022_05
02-025,8500000.85,2022_05
02-033,9500000.95,2022_05
02-031,10583001.0583,2022_05
02-029,11500001.15,2022_05
02-030,75000007.5,2022_07
02-023,100000009.5,2022_07
02-028,90000010.25,2022_07
02-024,230000025.0,2022_07
02-034,42500004.75,2022_07
02-026,77500008.5,2022_07
02-025,36000003.6,2022_07
02-027,190000019.0,2022_07
02-033,160000015.5,2022_07
02-031,90000009.5,2022_07
02-029,85000009.25,2022_07
02-034,5000000.5,2022_08
02-025,5000000.5,2022_08
02-030,37000000.0,2022_09
02-023,109000000.0,2022_09
02-028,44499999.99999999,2022_09
02-024,136000000.0,2022_09
02-034,29500000.0,2022_09
02-026,79000000.0,2022_09
02-025,29500000.0,2022_09
02-027,126000000.0,2022_09
02-033,111000000.0,2022_09
02-031,37000000.0,2022_09
02-029,39500000.0,2022_09
02-029,19366998.0,2022_09
02-023,13662410.0,2022_09
02-030,0.0,2022_09
02-027,5115000.0,2022_09
02-026,20000000.0,2022_09
02-033,8111400.0,2022_09
02-024,5267000.0,2022_09
02-030,42500004.25,2022_09
02-023,115500011.55,2022_09
02-028,35000004.5,2022_09
02-024,145000014.5,2022_09
02-034,33500003.35,2022_09
02-026,99500009.95,2022_09
02-025,29000002.9,2022_09
02-027,130000013.0,2022_09
02-033,125000013.5,2022_09
02-031,40000004.0,2022_09
02-029,62500006.25,2022_09
02-033,2000000.0,2023_03
02-028,2500000.0,2023_03
02-024,42483000.00000001,2023_03
02-034,5000000.0,2023_03
02-026,117000.0,2023_03
02-025,10000000.0,2023_03
02-033,21500000.0,2023_03
02-029,1000000.0,2023_03
02-030,12549999.999999998,2023_03
02-023,16829000.0,2023_03
02-028,0.0,2023_03
02-024,21500000.0,2023_03
02-034,10000000.0,2023_03
02-026,14883000.0,2023_03
02-025,0.0,2023_03
02-027,4369000.0,2023_03
02-033,35552000.0,2023_03
02-031,21000486.0,2023_03
02-029,15500000.0,2023_03
02-030,10000000.0,2023_07
02-023,20000000.0,2023_07
02-028,10000000.0,2023_07
02-024,20000000.0,2023_07
02-034,10000000.0,2023_07
02-026,12500000.0,2023_07
02-025,10000000.0,2023_07
02-027,20000000.0,2023_07
02-033,20000000.0,2023_07
02-031,8000000.0,2023_07
02-029,9151000.0,2023_07
02-030,37500000.0,2023_07
02-023,50500000.0,2023_07
02-028,41000000.0,2023_07
02-024,68000000.0,2023_07
02-034,46500000.0,2023_07
02-026,53000000.0,2023_07
02-025,23900000.0,2023_07
02-027,55500000.0,2023_07
02-033,62500000.0,2023_07
02-031,35000000.0,2023_07
02-029,32000000.0,2023_07
02-030,62500000.0,2023_07
02-023,83500000.0,2023_07
02-028,85500000.0,2023_07
02-024,96000000.0,2023_07
02-034,58000000.0,2023_07
02-026,122500000.0,2023_07
02-025,49500000.0,2023_07
02-027,125000000.0,2023_07
02-033,112500000.0,2023_07
02-031,47500000.0,2023_07
02-029,47500000.0,2023_07
02-030,50000000.0,2023_07
02-028,50000000.0,2023_07
02-029,50000000.0,2023_07
02-023,55000000.0,2023_07
02-024,20000000.0,2023_07
02-026,170000000.0,2023_07
02-025,40000000.0,2023_07
02-033,120000000.0,2023_07
02-030,16000000.0,2023_08
02-023,56000000.00000001,2023_08
02-028,45000000.0,2023_08
02-024,78000000.0,2023_08
02-034,40500000.0,2023_08
02-026,43000000.0,2023_08
02-025,23000000.0,2023_08
02-027,113000000.0,2023_08
02-033,67700000.0,2023_08
02-031,83000000.0,2023_08
02-029,57000000.00000001,2023_08
02-030,65000000.0,2023_09
02-023,110000000.0,2023_09
02-028,90000000.0,2023_09
02-024,152500000.0,2023_09
02-034,102500000.0,2023_09
02-026,120000000.0,2023_09
02-025,75000000.0,2023_09
02-027,172500000.0,2023_09
02-033,207500000.0,2023_09
02-031,95000000.0,2023_09
02-029,100000000.0,2023_09
02-023,50000000.0,2023_11
02-028,40000000.0,2023_11
02-024,30000000.0,2023_11
02-026,50225400.0,2023_11
02-027,30000000.0,2023_11
02-033,30000000.0,2023_11
02-031,50000000.0,2023_11
02-029,10000000.0,2023_11
02-023,50000000.0,2023_11
02-028,40000000.0,2023_11
02-024,30000000.0,2023_11
02-026,50225400.0,2023_11
02-027,30000000.0,2023_11
02-033,30000000.0,2023_11
02-031,50000000.0,2023_11
02-029,10000000.0,2023_11
02-030,10000000.0,2023_11
02-027,10000000.0,2023_11
02-030,9000000.0,2023_11
02-023,158000000.0,2023_11
02-028,10000000.0,2023_11
02-024,60000000.0,2023_11
02-034,20000000.0,2023_11
02-026,30500000.0,2023_11
02-025,28000000.0,2023_11
02-027,7989865.0,2023_11
02-033,15000000.0,2023_11
02-029,44000000.0,2023_11
02-028,21124090.0,2023_12
02-028,18239364.0,2023_12
02-028,5382740.0,2023_12
02-028,7983829.0,2023_12
