Unnamed: 0,District,STATE,TEHSIL,elevation_mean,slope_mean,dtcode11,object_id,timeperiod
0,BILASPUR,HIMACHAL PRADESH,BHARARI,794.353623043789,9.46807384955679,30,02-030-02104,
1,BILASPUR,HIMACHAL PRADESH,BILASPUR,753.68239929986,19.5935711992541,30,02-030-02105,
2,BILASPUR,HIMACHAL PRADESH,GHUMARWIN,757.113853415642,13.6307038625261,30,02-030-02106,
3,BILASPUR,HIMACHAL PRADESH,JHANDUTA,630.41940044588,13.159435919966,30,02-030-02107,
4,BILASPUR,HIMACHAL PRADESH,NAMHOL,1003.1981187409,19.9165037400705,30,02-030-02108,
5,BILASPUR,HIMACHAL PRADESH,NAINA DEVI,584.073962027072,14.9487373958914,30,02-030-02109,
6,CHAMBA,HIMACHAL PRADESH,BHATTIYAT,1541.6658480133,25.9087975896382,23,02-023-00001,
7,CHAMBA,HIMACHAL PRADESH,BRAHMAUR,3501.74182394283,35.094393155478,23,02-023-00002,
8,CHAMBA,HIMACHAL PRADESH,CHAMBA,2182.5932112069,32.3519774757468,23,02-023-00003,
9,CHAMBA,HIMACHAL PRADESH,CHAURAH,2907.32038444189,33.0278460469554,23,02-023-00004,
10,CHAMBA,HIMACHAL PRADESH,DALHOUSIE,1233.54089623566,25.4106891176718,23,02-023-00005,
11,CHAMBA,HIMACHAL PRADESH,PANGI,4114.182577573951,32.3021815635419,23,02-023-00006,
12,CHAMBA,HIMACHAL PRADESH,SALUNI,2084.98857288116,30.1807641744708,23,02-023-00007,
13,CHAMBA,HIMACHAL PRADESH,SIHUNTA,1480.88380907116,25.1134397840519,23,02-023-00008,
14,HAMIRPUR,HIMACHAL PRADESH,BAMSAN,930.041259820427,17.4259837962963,28,02-028-01431,
15,HAMIRPUR,HIMACHAL PRADESH,BARSAR,810.470680681603,10.2685752882456,28,02-028-02854,
16,HAMIRPUR,HIMACHAL PRADESH,BHORANJ,898.044587906675,9.57853953453332,28,02-028-02855,
17,HAMIRPUR,HIMACHAL PRADESH,DHATWAL,767.257915971745,9.36871581600118,28,02-028-02856,
18,HAMIRPUR,HIMACHAL PRADESH,GALORE,711.943579062757,8.40273157029323,28,02-028-02857,
19,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,787.510344036039,9.68610537239486,28,02-028-02858,
20,HAMIRPUR,HIMACHAL PRADESH,NADAUN,570.963763243643,7.45564896338528,28,02-028-02859,
21,HAMIRPUR,HIMACHAL PRADESH,TIRA SUJANPUR,704.781187330751,15.3319408068798,28,02-028-02860,
22,KANGRA,HIMACHAL PRADESH,BAIJNATH,1743.52035431783,23.1277455476553,24,02-024-02110,
23,KANGRA,HIMACHAL PRADESH,BAROH,731.818228785221,12.7244832206382,24,02-024-02111,
24,KANGRA,HIMACHAL PRADESH,DADA SIBA,639.452938829029,9.87243903568782,24,02-024-02112,
