District,TEHSIL,object_id,distance-from-river-mean,timeperiod
BILASPUR,BHARARI,02-030-02104,1072.714697,
BILASPUR,BILASPUR,02-030-02105,887.7542739,
BILASPUR,GHUMARWIN,02-030-02106,868.1341172,
BILASPUR,JHANDUTA,02-030-02107,752.973311,
BILASPUR,NAMHOL,02-030-02108,860.1842856,
BILASPUR,NAINA DEVI,02-030-02109,1033.631922,
CHAMBA,BHATTIYAT,02-023-00001,1674.489822,
CHAMBA,BRAHMAUR,02-023-00002,1775.215742,
CHAMBA,CHAMBA,02-023-00003,1248.586306,
CHAMBA,CHAURAH,02-023-00004,1323.891954,
CHAMBA,DALHOUSIE,02-023-00005,1324.149055,
CHAMBA,PANGI,02-023-00006,2565.957716,
CHAMBA,SALUNI,02-023-00007,1294.653575,
CHAMBA,SIHUNTA,02-023-00008,1010.725249,
HAMIRPUR,BAMSAN,02-028-01431,1404.16196,
HAMIRPUR,BARSAR,02-028-02854,1102.286444,
HAMIRPUR,BHORANJ,02-028-02855,1356.687424,
HAMIRPUR,DHATWAL,02-028-02856,1070.325379,
HAMIRPUR,GALORE,02-028-02857,822.3842429,
HAMIRPUR,HAMIRPUR,02-028-02858,955.9870177,
HAMIRPUR,NADAUN,02-028-02859,847.1110349,
HAMIRPUR,TIRA SUJANPUR,02-028-02860,965.3313134,
KANGRA,BAIJNATH,02-024-02110,1026.762693,
KANGRA,BAROH,02-024-02111,1048.287328,
KANGRA,DADA SIBA,02-024-02112,1127.104857,
KANGRA,DERA GOPIPUR,02-024-02113,946.17724,
KANGRA,DHARMSHALA,02-024-02114,1332.184918,
KANGRA,DHIRA,02-024-02115,905.9559827,
KANGRA,FATEHPUR,02-024-02116,1306.871943,
KANGRA,HARCHAKIAN,02-024-02117,1040.789741,
KANGRA,INDORA,02-024-02118,865.5547744,
KANGRA,JAISINGHPUR,02-024-02119,847.7483241,
KANGRA,JASWAN  KOTLA,02-024-02120,877.0256761,
KANGRA,JAWALAMUKHI,02-024-02121,1132.971065,
KANGRA,JAWALI,02-024-02122,1037.131372,
KANGRA,KANGRA,02-024-02123,1063.474164,
KANGRA,KHUNDIAN,02-024-02124,1067.174456,
KANGRA,MULTHAN,02-024-02125,1895.354794,
KANGRA,NAGROTA BAGWAN,02-024-02126,1065.845603,
KANGRA,NURPUR,02-024-02127,1451.905407,
KANGRA,PALAMPUR,02-024-02128,1102.873624,
KANGRA,RAKKAR,02-024-02129,695.377616,
KANGRA,SHAHPUR,02-024-02130,946.4996794,
KANGRA,THURAL,02-024-02131,854.0848359,
KINNAUR,KALPA,02-034-00009,2328.144422,
KINNAUR,NICHAR,02-034-00010,2127.168201,
KULLU,ANI,02-026-00011,1454.68143,
KULLU,BANJAR,02-026-00012,2194.443522,
KULLU,BHUNTAR,02-026-00013,4473.600211,
KULLU,KULLU,02-026-00014,1631.277502,
KULLU,MANALI,02-026-00015,1979.761646,
KULLU,NERMAND,02-026-00016,1837.886479,
KULLU,SAINJ,02-026-00017,3205.135405,
LAHAUL & SPITI,LAHAUL,02-025-00017,3839.370429,
MANDI,AUT,02-027-00018,982.6120015,
MANDI,BALDWARA,02-027-00019,3865.82519,
MANDI,BALH,02-027-00020,2506.729242,
MANDI,BALI CHOWKI,02-027-03430,1199.640836,
MANDI,CHACHYOT,02-027-00022,1026.882287,
MANDI,DHARAMPUR,02-027-00023,1354.147779,
MANDI,JOGINDAR NAGAR,02-027-00024,1270.50044,
MANDI,KARSOG,02-027-00025,1009.281251,
MANDI,KOTLI,02-027-00026,1694.550882,
MANDI,LAD BHAROL,02-027-00027,1090.025042,
MANDI,NIHRI,02-027-00028,947.8617042,
MANDI,PADHAR,02-027-00029,1102.904422,
MANDI,SANDHOL,02-027-00030,1161.351686,
MANDI,SARKAGHAT,02-027-00031,1641.608029,
MANDI,SUNDAR NAGAR,02-027-00032,1212.547943,
MANDI,THUNAG,02-027-00033,1125.620274,
SHIMLA,CHAUPAL,02-033-00034,1389.792295,
SHIMLA,CHIRGAON,02-033-00035,1500.655678,
SHIMLA,DODRA KWAR,02-033-00036,2036.05687,
SHIMLA,JUBBAL,02-033-00037,1315.354295,
SHIMLA,KOTKHAI,02-033-00038,1097.178824,
SHIMLA,KUMHARSAIN,02-033-00039,1309.62439,
SHIMLA,KUPVI,02-033-00040,1329.810523,
SHIMLA,NANKHARI,02-033-00041,1486.954632,
SHIMLA,NERUA,02-033-00042,1580.813239,
SHIMLA,RAMPUR,02-033-00043,1515.289632,
SHIMLA,ROHRU,02-033-00044,1238.813004,
SHIMLA,SHIMLA,02-033-00045,1291.657057,
SHIMLA,SEONI,02-033-00046,918.4847866,
SHIMLA,THEOG,02-033-00047,1317.365423,
SIRMAUR,DADAHU,02-032-00048,1161.599198,
SIRMAUR,KAMRAU,02-032-00049,1054.66769,
SIRMAUR,NAHAN,02-032-00050,1110.902686,
SIRMAUR,NOHRA,02-032-00051,1074.129775,
SIRMAUR,PACHHAD,02-032-00052,1108.965851,
SIRMAUR,RAJGARH,02-032-00053,999.8892149,
SIRMAUR,RONHAT,02-032-03318,1078.081366,
SIRMAUR,RENUKA,02-032-00055,1183.033255,
SIRMAUR,SHALAI,02-032-00056,1350.135306,
SOLAN,ARKI,02-031-00057,1168.343891,
SOLAN,BADDI,02-031-00058,1174.689475,
SOLAN,KANDAGHAT,02-031-00059,1267.977659,
SOLAN,KASAULI,02-031-00060,1347.96329,
SOLAN,KRISHANGARH,02-031-00061,1328.856339,
SOLAN,NALAGARH,02-031-00062,787.9563709,
SOLAN,RAMSHAHR,02-031-00063,1128.51399,
SOLAN,SOLAN,02-031-00064,1248.237827,
UNA,AMB,02-029-00065,936.0087271,
UNA,BANGANA,02-029-00066,861.688147,
UNA,GHANARI,02-029-00067,925.2956762,
UNA,HAROLI,02-029-00068,951.8730174,
UNA,UNA,02-029-00069,754.1208716,
SIRMAUR,PAONTA SAHIB,02-032-01637,1617.164338,
KINNAUR,HANGRANG,02-034-01703,3505.930189,
KINNAUR,MORANG,02-034-01704,2668.624346,
KINNAUR,POOH,02-034-01705,2197.766449,
KINNAUR,SANGLA,02-034-01706,4408.131434,
LAHAUL & SPITI,SPITI,02-025-02401,3148.998268,
